Fra;Til;KWH 60 Forbruk;Kvalitet
01.09.2024 00:00;01.09.2024 01:00;0,12;Avlest
01.09.2024 01:00;01.09.2024 02:00;0,13;Avlest
01.09.2024 02:00;01.09.2024 03:00;0,11;Avlest
01.09.2024 03:00;01.09.2024 04:00;0,49;Avlest
01.09.2024 04:00;01.09.2024 05:00;0,45;Avlest
01.09.2024 05:00;01.09.2024 06:00;0,12;Avlest
01.09.2024 06:00;01.09.2024 07:00;0,09;Avlest
01.09.2024 07:00;01.09.2024 08:00;0,09;Avlest
01.09.2024 08:00;01.09.2024 09:00;0,48;Avlest
01.09.2024 09:00;01.09.2024 10:00;1,52;Avlest
01.09.2024 10:00;01.09.2024 11:00;0,93;Avlest
01.09.2024 11:00;01.09.2024 12:00;1,28;Avlest
01.09.2024 12:00;01.09.2024 13:00;1,7;Avlest
01.09.2024 13:00;01.09.2024 14:00;1,51;Avlest
01.09.2024 14:00;01.09.2024 15:00;0,11;Avlest
01.09.2024 15:00;01.09.2024 16:00;1,57;Avlest
01.09.2024 16:00;01.09.2024 17:00;0,82;Avlest
01.09.2024 17:00;01.09.2024 18:00;0,1;Avlest
01.09.2024 18:00;01.09.2024 19:00;1,7;Avlest
01.09.2024 19:00;01.09.2024 20:00;0,48;Avlest
01.09.2024 20:00;01.09.2024 21:00;2,16;Avlest
01.09.2024 21:00;01.09.2024 22:00;2,24;Avlest
01.09.2024 22:00;01.09.2024 23:00;2,19;Avlest
01.09.2024 23:00;02.09.2024 00:00;0,95;Avlest
02.09.2024 00:00;02.09.2024 01:00;0,09;Avlest
02.09.2024 01:00;02.09.2024 02:00;0,08;Avlest
02.09.2024 02:00;02.09.2024 03:00;0,09;Avlest
02.09.2024 03:00;02.09.2024 04:00;0,48;Avlest
02.09.2024 04:00;02.09.2024 05:00;0,49;Avlest
02.09.2024 05:00;02.09.2024 06:00;0,1;Avlest
02.09.2024 06:00;02.09.2024 07:00;0,08;Avlest
02.09.2024 07:00;02.09.2024 08:00;0,21;Avlest
02.09.2024 08:00;02.09.2024 09:00;1,11;Avlest
02.09.2024 09:00;02.09.2024 10:00;1,22;Avlest
02.09.2024 10:00;02.09.2024 11:00;0,08;Avlest
02.09.2024 11:00;02.09.2024 12:00;0,09;Avlest
02.09.2024 12:00;02.09.2024 13:00;0,08;Avlest
02.09.2024 13:00;02.09.2024 14:00;0,09;Avlest
02.09.2024 14:00;02.09.2024 15:00;0,8;Avlest
02.09.2024 15:00;02.09.2024 16:00;0,09;Avlest
02.09.2024 16:00;02.09.2024 17:00;1,98;Avlest
02.09.2024 17:00;02.09.2024 18:00;0,96;Avlest
02.09.2024 18:00;02.09.2024 19:00;0,58;Avlest
02.09.2024 19:00;02.09.2024 20:00;0,84;Avlest
02.09.2024 20:00;02.09.2024 21:00;2,05;Avlest
02.09.2024 21:00;02.09.2024 22:00;1,39;Avlest
02.09.2024 22:00;02.09.2024 23:00;0,33;Avlest
02.09.2024 23:00;03.09.2024 00:00;2;Avlest
03.09.2024 00:00;03.09.2024 01:00;0,1;Avlest
03.09.2024 01:00;03.09.2024 02:00;0,08;Avlest
03.09.2024 02:00;03.09.2024 03:00;0,09;Avlest
03.09.2024 03:00;03.09.2024 04:00;0,16;Avlest
03.09.2024 04:00;03.09.2024 05:00;0,68;Avlest
03.09.2024 05:00;03.09.2024 06:00;0,08;Avlest
03.09.2024 06:00;03.09.2024 07:00;0,09;Avlest
03.09.2024 07:00;03.09.2024 08:00;0,92;Avlest
03.09.2024 08:00;03.09.2024 09:00;0,22;Avlest
03.09.2024 09:00;03.09.2024 10:00;1,24;Avlest
03.09.2024 10:00;03.09.2024 11:00;0,08;Avlest
03.09.2024 11:00;03.09.2024 12:00;0,09;Avlest
03.09.2024 12:00;03.09.2024 13:00;0,08;Avlest
03.09.2024 13:00;03.09.2024 14:00;0,09;Avlest
03.09.2024 14:00;03.09.2024 15:00;0,79;Avlest
03.09.2024 15:00;03.09.2024 16:00;0,57;Avlest
03.09.2024 16:00;03.09.2024 17:00;2,08;Avlest
03.09.2024 17:00;03.09.2024 18:00;1,61;Avlest
03.09.2024 18:00;03.09.2024 19:00;1,59;Avlest
03.09.2024 19:00;03.09.2024 20:00;0,29;Avlest
03.09.2024 20:00;03.09.2024 21:00;1,01;Avlest
03.09.2024 21:00;03.09.2024 22:00;1,39;Avlest
03.09.2024 22:00;03.09.2024 23:00;2,18;Avlest
03.09.2024 23:00;04.09.2024 00:00;2,08;Avlest
04.09.2024 00:00;04.09.2024 01:00;1,24;Avlest
04.09.2024 01:00;04.09.2024 02:00;0,08;Avlest
04.09.2024 02:00;04.09.2024 03:00;0,09;Avlest
