Fra;Til;KWH 60 Forbruk;Kvalitet
01.05.2023 00:00;01.05.2023 01:00;2,11;Avlest
01.05.2023 01:00;01.05.2023 02:00;0,69;Avlest
01.05.2023 02:00;01.05.2023 03:00;0,07;Avlest
01.05.2023 03:00;01.05.2023 04:00;0,09;Avlest
01.05.2023 04:00;01.05.2023 05:00;0,07;Avlest
01.05.2023 05:00;01.05.2023 06:00;0,76;Avlest
01.05.2023 06:00;01.05.2023 07:00;0,08;Avlest
01.05.2023 07:00;01.05.2023 08:00;0,08;Avlest
01.05.2023 08:00;01.05.2023 09:00;0,07;Avlest
01.05.2023 09:00;01.05.2023 10:00;0,47;Avlest
01.05.2023 10:00;01.05.2023 11:00;0,53;Avlest
01.05.2023 11:00;01.05.2023 12:00;0,26;Avlest
01.05.2023 12:00;01.05.2023 13:00;2,01;Avlest
01.05.2023 13:00;01.05.2023 14:00;1,97;Avlest
01.05.2023 14:00;01.05.2023 15:00;0,1;Avlest
01.05.2023 15:00;01.05.2023 16:00;1,72;Avlest
01.05.2023 16:00;01.05.2023 17:00;3,27;Avlest
01.05.2023 17:00;01.05.2023 18:00;2,21;Avlest
01.05.2023 18:00;01.05.2023 19:00;1,27;Avlest
01.05.2023 19:00;01.05.2023 20:00;0,07;Avlest
01.05.2023 20:00;01.05.2023 21:00;0,91;Avlest
01.05.2023 21:00;01.05.2023 22:00;0,96;Avlest
01.05.2023 22:00;01.05.2023 23:00;2,62;Avlest
01.05.2023 23:00;02.05.2023 00:00;2,32;Avlest
02.05.2023 00:00;02.05.2023 01:00;2,13;Avlest
02.05.2023 01:00;02.05.2023 02:00;2,08;Avlest
02.05.2023 02:00;02.05.2023 03:00;1,93;Avlest
02.05.2023 03:00;02.05.2023 04:00;0,07;Avlest
02.05.2023 04:00;02.05.2023 05:00;0,09;Avlest
02.05.2023 05:00;02.05.2023 06:00;0,09;Avlest
02.05.2023 06:00;02.05.2023 07:00;0,9;Avlest
02.05.2023 07:00;02.05.2023 08:00;0,64;Avlest
02.05.2023 08:00;02.05.2023 09:00;0,71;Avlest
02.05.2023 09:00;02.05.2023 10:00;0,07;Avlest
02.05.2023 10:00;02.05.2023 11:00;0,07;Avlest
02.05.2023 11:00;02.05.2023 12:00;0,08;Avlest
02.05.2023 12:00;02.05.2023 13:00;0,62;Avlest
02.05.2023 13:00;02.05.2023 14:00;0,23;Avlest
02.05.2023 14:00;02.05.2023 15:00;0,07;Avlest
02.05.2023 15:00;02.05.2023 16:00;0,09;Avlest
02.05.2023 16:00;02.05.2023 17:00;0,54;Avlest
02.05.2023 17:00;02.05.2023 18:00;1;Avlest
02.05.2023 18:00;02.05.2023 19:00;0,91;Avlest
02.05.2023 19:00;02.05.2023 20:00;0,11;Avlest
02.05.2023 20:00;02.05.2023 21:00;1,09;Avlest
02.05.2023 21:00;02.05.2023 22:00;2,16;Avlest
02.05.2023 22:00;02.05.2023 23:00;2,16;Avlest
02.05.2023 23:00;03.05.2023 00:00;2,06;Avlest
03.05.2023 00:00;03.05.2023 01:00;0,26;Avlest
03.05.2023 01:00;03.05.2023 02:00;0,09;Avlest
03.05.2023 02:00;03.05.2023 03:00;0,06;Avlest
03.05.2023 03:00;03.05.2023 04:00;0,08;Avlest
03.05.2023 04:00;03.05.2023 05:00;0,84;Avlest
03.05.2023 05:00;03.05.2023 06:00;0,06;Avlest
03.05.2023 06:00;03.05.2023 07:00;0,4;Avlest
03.05.2023 07:00;03.05.2023 08:00;1,02;Avlest
03.05.2023 08:00;03.05.2023 09:00;0,07;Avlest
03.05.2023 09:00;03.05.2023 10:00;0,08;Avlest
03.05.2023 10:00;03.05.2023 11:00;0,59;Avlest
03.05.2023 11:00;03.05.2023 12:00;0,08;Avlest
03.05.2023 12:00;03.05.2023 13:00;0,07;Avlest
03.05.2023 13:00;03.05.2023 14:00;0,06;Avlest
03.05.2023 14:00;03.05.2023 15:00;0,62;Avlest
03.05.2023 15:00;03.05.2023 16:00;0,07;Avlest
03.05.2023 16:00;03.05.2023 17:00;0,66;Avlest
03.05.2023 17:00;03.05.2023 18:00;1,24;Avlest
03.05.2023 18:00;03.05.2023 19:00;2,09;Avlest
03.05.2023 19:00;03.05.2023 20:00;2,06;Avlest
03.05.2023 20:00;03.05.2023 21:00;1,98;Avlest
03.05.2023 21:00;03.05.2023 22:00;2,19;Avlest
03.05.2023 22:00;03.05.2023 23:00;2,16;Avlest
03.05.2023 23:00;04.05.2023 00:00;2,11;Avlest
04.05.2023 00:00;04.05.2023 01:00;1,69;Avlest
04.05.2023 01:00;04.05.2023 02:00;0,09;Avlest
04.05.2023 02:00;04.05.2023 03:00;0,06;Avlest
04.05.2023 03:00;04.05.2023 04:00;0,07;Avlest
04.05.2023 04:00;04.05.2023 05:00;0,18;Avlest
04.05.2023 05:00;04.05.2023 06:00;0,62;Avlest
04.05.2023 06:00;04.05.2023 07:00;0,32;Avlest
04.05.2023 07:00;04.05.2023 08:00;1,41;Avlest
04.05.2023 08:00;04.05.2023 09:00;0,09;Avlest
04.05.2023 09:00;04.05.2023 10:00;0,06;Avlest
04.05.2023 10:00;04.05.2023 11:00;0,08;Avlest
04.05.2023 11:00;04.05.2023 12:00;0,76;Avlest
04.05.2023 12:00;04.05.2023 13:00;0,07;Avlest
04.05.2023 13:00;04.05.2023 14:00;0,08;Avlest
04.05.2023 14:00;04.05.2023 15:00;0,06;Avlest
04.05.2023 15:00;04.05.2023 16:00;0,08;Avlest
04.05.2023 16:00;04.05.2023 17:00;1,07;Avlest
04.05.2023 17:00;04.05.2023 18:00;0,57;Avlest
04.05.2023 18:00;04.05.2023 19:00;1,06;Avlest
04.05.2023 19:00;04.05.2023 20:00;0,09;Avlest
04.05.2023 20:00;04.05.2023 21:00;1,9;Avlest
04.05.2023 21:00;04.05.2023 22:00;1,45;Avlest
04.05.2023 22:00;04.05.2023 23:00;0,79;Avlest
04.05.2023 23:00;05.05.2023 00:00;2,04;Avlest
05.05.2023 00:00;05.05.2023 01:00;2;Avlest
05.05.2023 01:00;05.05.2023 02:00;0,26;Avlest
05.05.2023 02:00;05.05.2023 03:00;0,07;Avlest
05.05.2023 03:00;05.05.2023 04:00;0,07;Avlest
05.05.2023 04:00;05.05.2023 05:00;0,08;Avlest
05.05.2023 05:00;05.05.2023 06:00;0,76;Avlest
05.05.2023 06:00;05.05.2023 07:00;0,11;Avlest
05.05.2023 07:00;05.05.2023 08:00;1,57;Avlest
05.05.2023 08:00;05.05.2023 09:00;0,07;Avlest
05.05.2023 09:00;05.05.2023 10:00;0,08;Avlest
05.05.2023 10:00;05.05.2023 11:00;0,06;Avlest
05.05.2023 11:00;05.05.2023 12:00;0,27;Avlest
05.05.2023 12:00;05.05.2023 13:00;0,48;Avlest
05.05.2023 13:00;05.05.2023 14:00;0,07;Avlest
05.05.2023 14:00;05.05.2023 15:00;0,08;Avlest
05.05.2023 15:00;05.05.2023 16:00;0,06;Avlest
05.05.2023 16:00;05.05.2023 17:00;0,41;Avlest
05.05.2023 17:00;05.05.2023 18:00;0,48;Avlest
05.05.2023 18:00;05.05.2023 19:00;1,49;Avlest
05.05.2023 19:00;05.05.2023 20:00;0,08;Avlest
05.05.2023 20:00;05.05.2023 21:00;0,62;Avlest
05.05.2023 21:00;05.05.2023 22:00;0,46;Avlest
05.05.2023 22:00;05.05.2023 23:00;0,14;Avlest
05.05.2023 23:00;06.05.2023 00:00;1,25;Avlest
06.05.2023 00:00;06.05.2023 01:00;2,09;Avlest
06.05.2023 01:00;06.05.2023 02:00;2,01;Avlest
06.05.2023 02:00;06.05.2023 03:00;1,07;Avlest
06.05.2023 03:00;06.05.2023 04:00;0,06;Avlest
06.05.2023 04:00;06.05.2023 05:00;0,08;Avlest
06.05.2023 05:00;06.05.2023 06:00;0,08;Avlest
06.05.2023 06:00;06.05.2023 07:00;0,86;Avlest
06.05.2023 07:00;06.05.2023 08:00;0,08;Avlest
06.05.2023 08:00;06.05.2023 09:00;0,07;Avlest
06.05.2023 09:00;06.05.2023 10:00;0,07;Avlest
06.05.2023 10:00;06.05.2023 11:00;0,88;Avlest
06.05.2023 11:00;06.05.2023 12:00;0,14;Avlest
06.05.2023 12:00;06.05.2023 13:00;0,87;Avlest
06.05.2023 13:00;06.05.2023 14:00;1,47;Avlest
06.05.2023 14:00;06.05.2023 15:00;1,77;Avlest
06.05.2023 15:00;06.05.2023 16:00;0,49;Avlest
06.05.2023 16:00;06.05.2023 17:00;1,09;Avlest
06.05.2023 17:00;06.05.2023 18:00;1,18;Avlest
06.05.2023 18:00;06.05.2023 19:00;0,67;Avlest
06.05.2023 19:00;06.05.2023 20:00;1,11;Avlest
06.05.2023 20:00;06.05.2023 21:00;0,31;Avlest
06.05.2023 21:00;06.05.2023 22:00;2,34;Avlest
