Fra;Til;KWH 60 Forbruk;Kvalitet
01.01.2024 00:00;01.01.2024 01:00;1,31;Avlest
01.01.2024 01:00;01.01.2024 02:00;0,33;Avlest
01.01.2024 02:00;01.01.2024 03:00;1,08;Avlest
01.01.2024 03:00;01.01.2024 04:00;0,14;Avlest
01.01.2024 04:00;01.01.2024 05:00;1,63;Avlest
01.01.2024 05:00;01.01.2024 06:00;0,09;Avlest
01.01.2024 06:00;01.01.2024 07:00;0,11;Avlest
01.01.2024 07:00;01.01.2024 08:00;0,09;Avlest
01.01.2024 08:00;01.01.2024 09:00;0,84;Avlest
01.01.2024 09:00;01.01.2024 10:00;0,09;Avlest
01.01.2024 10:00;01.01.2024 11:00;0,1;Avlest
01.01.2024 11:00;01.01.2024 12:00;0,1;Avlest
01.01.2024 12:00;01.01.2024 13:00;0,24;Avlest
01.01.2024 13:00;01.01.2024 14:00;1,39;Avlest
01.01.2024 14:00;01.01.2024 15:00;0,83;Avlest
01.01.2024 15:00;01.01.2024 16:00;1,51;Avlest
01.01.2024 16:00;01.01.2024 17:00;0,3;Avlest
01.01.2024 17:00;01.01.2024 18:00;1,36;Avlest
01.01.2024 18:00;01.01.2024 19:00;0,46;Avlest
01.01.2024 19:00;01.01.2024 20:00;1,11;Avlest
01.01.2024 20:00;01.01.2024 21:00;1,5;Avlest
01.01.2024 21:00;01.01.2024 22:00;1,54;Avlest
01.01.2024 22:00;01.01.2024 23:00;0,69;Avlest
01.01.2024 23:00;02.01.2024 00:00;2,23;Avlest
02.01.2024 00:00;02.01.2024 01:00;1,11;Avlest
02.01.2024 01:00;02.01.2024 02:00;0,09;Avlest
02.01.2024 02:00;02.01.2024 03:00;0,11;Avlest
02.01.2024 03:00;02.01.2024 04:00;0,86;Avlest
02.01.2024 04:00;02.01.2024 05:00;0,1;Avlest
02.01.2024 05:00;02.01.2024 06:00;0,1;Avlest
02.01.2024 06:00;02.01.2024 07:00;0,08;Avlest
02.01.2024 07:00;02.01.2024 08:00;0,1;Avlest
02.01.2024 08:00;02.01.2024 09:00;0,8;Avlest
02.01.2024 09:00;02.01.2024 10:00;0,09;Avlest
02.01.2024 10:00;02.01.2024 11:00;0,2;Avlest
02.01.2024 11:00;02.01.2024 12:00;1,02;Avlest
02.01.2024 12:00;02.01.2024 13:00;0,08;Avlest
02.01.2024 13:00;02.01.2024 14:00;0,94;Avlest
02.01.2024 14:00;02.01.2024 15:00;1,76;Avlest
02.01.2024 15:00;02.01.2024 16:00;0,87;Avlest
02.01.2024 16:00;02.01.2024 17:00;1,13;Avlest
02.01.2024 17:00;02.01.2024 18:00;0,2;Avlest
02.01.2024 18:00;02.01.2024 19:00;0,57;Avlest
02.01.2024 19:00;02.01.2024 20:00;1,06;Avlest
02.01.2024 20:00;02.01.2024 21:00;0,41;Avlest
02.01.2024 21:00;02.01.2024 22:00;1,08;Avlest
02.01.2024 22:00;02.01.2024 23:00;0;Avlest
02.01.2024 23:00;03.01.2024 00:00;1,48;Avlest
03.01.2024 00:00;03.01.2024 01:00;2,11;Avlest
03.01.2024 01:00;03.01.2024 02:00;0,85;Avlest
03.01.2024 02:00;03.01.2024 03:00;0,09;Avlest
03.01.2024 03:00;03.01.2024 04:00;0,34;Avlest
03.01.2024 04:00;03.01.2024 05:00;0,82;Avlest
03.01.2024 05:00;03.01.2024 06:00;0,09;Avlest
03.01.2024 06:00;03.01.2024 07:00;0,1;Avlest
03.01.2024 07:00;03.01.2024 08:00;0,09;Avlest
03.01.2024 08:00;03.01.2024 09:00;0,19;Avlest
03.01.2024 09:00;03.01.2024 10:00;0,82;Avlest
03.01.2024 10:00;03.01.2024 11:00;0,33;Avlest
03.01.2024 11:00;03.01.2024 12:00;0,84;Avlest
03.01.2024 12:00;03.01.2024 13:00;0,49;Avlest
03.01.2024 13:00;03.01.2024 14:00;0,83;Avlest
03.01.2024 14:00;03.01.2024 15:00;1,93;Avlest
03.01.2024 15:00;03.01.2024 16:00;0,17;Avlest
03.01.2024 16:00;03.01.2024 17:00;1,07;Avlest
03.01.2024 17:00;03.01.2024 18:00;0,37;Avlest
03.01.2024 18:00;03.01.2024 19:00;0,3;Avlest
03.01.2024 19:00;03.01.2024 20:00;1,67;Avlest
03.01.2024 20:00;03.01.2024 21:00;0,51;Avlest
03.01.2024 21:00;03.01.2024 22:00;1,04;Avlest
03.01.2024 22:00;03.01.2024 23:00;0,78;Avlest
03.01.2024 23:00;04.01.2024 00:00;1,68;Avlest
04.01.2024 00:00;04.01.2024 01:00;2,1;Avlest
04.01.2024 01:00;04.01.2024 02:00;1,53;Avlest
04.01.2024 02:00;04.01.2024 03:00;0,09;Avlest
04.01.2024 03:00;04.01.2024 04:00;0,08;Avlest
04.01.2024 04:00;04.01.2024 05:00;0,1;Avlest
04.01.2024 05:00;04.01.2024 06:00;0,46;Avlest
04.01.2024 06:00;04.01.2024 07:00;0,5;Avlest
04.01.2024 07:00;04.01.2024 08:00;0,09;Avlest
04.01.2024 08:00;04.01.2024 09:00;0,1;Avlest
04.01.2024 09:00;04.01.2024 10:00;0,09;Avlest
04.01.2024 10:00;04.01.2024 11:00;0,81;Avlest
04.01.2024 11:00;04.01.2024 12:00;0,36;Avlest
04.01.2024 12:00;04.01.2024 13:00;1,27;Avlest
04.01.2024 13:00;04.01.2024 14:00;0,92;Avlest
04.01.2024 14:00;04.01.2024 15:00;0,2;Avlest
04.01.2024 15:00;04.01.2024 16:00;0,12;Avlest
04.01.2024 16:00;04.01.2024 17:00;1,27;Avlest
04.01.2024 17:00;04.01.2024 18:00;1,17;Avlest
04.01.2024 18:00;04.01.2024 19:00;1,72;Avlest
04.01.2024 19:00;04.01.2024 20:00;0,36;Avlest
04.01.2024 20:00;04.01.2024 21:00;0,27;Avlest
04.01.2024 21:00;04.01.2024 22:00;1,01;Avlest
04.01.2024 22:00;04.01.2024 23:00;2,03;Avlest
04.01.2024 23:00;05.01.2024 00:00;1,5;Avlest
05.01.2024 00:00;05.01.2024 01:00;2,07;Avlest
05.01.2024 01:00;05.01.2024 02:00;1,1;Avlest
05.01.2024 02:00;05.01.2024 03:00;0,11;Avlest
05.01.2024 03:00;05.01.2024 04:00;0,09;Avlest
05.01.2024 04:00;05.01.2024 05:00;0,1;Avlest
05.01.2024 05:00;05.01.2024 06:00;0,78;Avlest
05.01.2024 06:00;05.01.2024 07:00;0,14;Avlest
05.01.2024 07:00;05.01.2024 08:00;0,13;Avlest
05.01.2024 08:00;05.01.2024 09:00;0,13;Avlest
05.01.2024 09:00;05.01.2024 10:00;0,16;Avlest
05.01.2024 10:00;05.01.2024 11:00;1,25;Avlest
05.01.2024 11:00;05.01.2024 12:00;1,57;Avlest
05.01.2024 12:00;05.01.2024 13:00;2,49;Avlest
05.01.2024 13:00;05.01.2024 14:00;1,72;Avlest
05.01.2024 14:00;05.01.2024 15:00;0,68;Avlest
05.01.2024 15:00;05.01.2024 16:00;0,24;Avlest
05.01.2024 16:00;05.01.2024 17:00;2,04;Avlest
05.01.2024 17:00;05.01.2024 18:00;1,89;Avlest
05.01.2024 18:00;05.01.2024 19:00;2,07;Avlest
05.01.2024 19:00;05.01.2024 20:00;1,1;Avlest
05.01.2024 20:00;05.01.2024 21:00;0,34;Avlest
