Fra;Til;KWH 60 Forbruk;Kvalitet
01.12.2023 00:00;01.12.2023 01:00;11,97;Avlest
01.12.2023 01:00;01.12.2023 02:00;12,22;Avlest
01.12.2023 02:00;01.12.2023 03:00;12,16;Avlest
01.12.2023 03:00;01.12.2023 04:00;12,47;Avlest
01.12.2023 04:00;01.12.2023 05:00;12,43;Avlest
01.12.2023 05:00;01.12.2023 06:00;9,95;Avlest
01.12.2023 06:00;01.12.2023 07:00;6,09;Avlest
01.12.2023 07:00;01.12.2023 08:00;5,07;Avlest
01.12.2023 08:00;01.12.2023 09:00;4,8;Avlest
01.12.2023 09:00;01.12.2023 10:00;4;Avlest
01.12.2023 10:00;01.12.2023 11:00;4,56;Avlest
01.12.2023 11:00;01.12.2023 12:00;3,57;Avlest
01.12.2023 12:00;01.12.2023 13:00;3,63;Avlest
01.12.2023 13:00;01.12.2023 14:00;2,52;Avlest
01.12.2023 14:00;01.12.2023 15:00;2,32;Avlest
01.12.2023 15:00;01.12.2023 16:00;2,26;Avlest
01.12.2023 16:00;01.12.2023 17:00;3,1;Avlest
01.12.2023 17:00;01.12.2023 18:00;6,11;Avlest
01.12.2023 18:00;01.12.2023 19:00;5,43;Avlest
01.12.2023 19:00;01.12.2023 20:00;7,3;Avlest
01.12.2023 20:00;01.12.2023 21:00;5,96;Avlest
01.12.2023 21:00;01.12.2023 22:00;7,49;Avlest
01.12.2023 22:00;01.12.2023 23:00;6,4;Avlest
01.12.2023 23:00;02.12.2023 00:00;7,7;Avlest
02.12.2023 00:00;02.12.2023 01:00;9,89;Avlest
02.12.2023 01:00;02.12.2023 02:00;7,82;Avlest
02.12.2023 02:00;02.12.2023 03:00;12,03;Avlest
02.12.2023 03:00;02.12.2023 04:00;12,66;Avlest
02.12.2023 04:00;02.12.2023 05:00;11,75;Avlest
02.12.2023 05:00;02.12.2023 06:00;11,58;Avlest
02.12.2023 06:00;02.12.2023 07:00;11,31;Avlest
02.12.2023 07:00;02.12.2023 08:00;5,4;Avlest
02.12.2023 08:00;02.12.2023 09:00;3,66;Avlest
02.12.2023 09:00;02.12.2023 10:00;5,77;Avlest
02.12.2023 10:00;02.12.2023 11:00;4,01;Avlest
02.12.2023 11:00;02.12.2023 12:00;3,4;Avlest
02.12.2023 12:00;02.12.2023 13:00;4,56;Avlest
02.12.2023 13:00;02.12.2023 14:00;6,48;Avlest
02.12.2023 14:00;02.12.2023 15:00;3,73;Avlest
02.12.2023 15:00;02.12.2023 16:00;5,37;Avlest
02.12.2023 16:00;02.12.2023 17:00;3,91;Avlest
02.12.2023 17:00;02.12.2023 18:00;4,34;Avlest
02.12.2023 18:00;02.12.2023 19:00;5,06;Avlest
02.12.2023 19:00;02.12.2023 20:00;12,47;Avlest
02.12.2023 20:00;02.12.2023 21:00;6,41;Avlest
02.12.2023 21:00;02.12.2023 22:00;4,09;Avlest
02.12.2023 22:00;02.12.2023 23:00;5,48;Avlest
02.12.2023 23:00;03.12.2023 00:00;9,33;Avlest
03.12.2023 00:00;03.12.2023 01:00;12,79;Avlest
03.12.2023 01:00;03.12.2023 02:00;13,15;Avlest
03.12.2023 02:00;03.12.2023 03:00;12,87;Avlest
03.12.2023 03:00;03.12.2023 04:00;11,7;Avlest
03.12.2023 04:00;03.12.2023 05:00;10,54;Avlest
03.12.2023 05:00;03.12.2023 06:00;9,9;Avlest
03.12.2023 06:00;03.12.2023 07:00;3,16;Avlest
03.12.2023 07:00;03.12.2023 08:00;2,94;Avlest
03.12.2023 08:00;03.12.2023 09:00;3,03;Avlest
03.12.2023 09:00;03.12.2023 10:00;3,9;Avlest
03.12.2023 10:00;03.12.2023 11:00;4,33;Avlest
