Fra;Til;KWH 60 Forbruk;Kvalitet
01.09.2024 00:00;01.09.2024 01:00;2,41;Avlest
01.09.2024 01:00;01.09.2024 02:00;1,34;Avlest
01.09.2024 02:00;01.09.2024 03:00;0,8;Avlest
01.09.2024 03:00;01.09.2024 04:00;1,3;Avlest
01.09.2024 04:00;01.09.2024 05:00;1,12;Avlest
01.09.2024 05:00;01.09.2024 06:00;1,23;Avlest
01.09.2024 06:00;01.09.2024 07:00;1,42;Avlest
01.09.2024 07:00;01.09.2024 08:00;1,72;Avlest
01.09.2024 08:00;01.09.2024 09:00;0,02;Avlest
01.09.2024 09:00;01.09.2024 10:00;0;Avlest
01.09.2024 10:00;01.09.2024 11:00;0;Avlest
01.09.2024 11:00;01.09.2024 12:00;0;Avlest
01.09.2024 12:00;01.09.2024 13:00;0;Avlest
01.09.2024 13:00;01.09.2024 14:00;0;Avlest
01.09.2024 14:00;01.09.2024 15:00;0;Avlest
01.09.2024 15:00;01.09.2024 16:00;0;Avlest
01.09.2024 16:00;01.09.2024 17:00;0;Avlest
01.09.2024 17:00;01.09.2024 18:00;0,43;Avlest
01.09.2024 18:00;01.09.2024 19:00;0,05;Avlest
01.09.2024 19:00;01.09.2024 20:00;0,5;Avlest
01.09.2024 20:00;01.09.2024 21:00;2,1;Avlest
01.09.2024 21:00;01.09.2024 22:00;1,14;Avlest
01.09.2024 22:00;01.09.2024 23:00;3,39;Avlest
01.09.2024 23:00;02.09.2024 00:00;8,7;Avlest
02.09.2024 00:00;02.09.2024 01:00;1,42;Avlest
02.09.2024 01:00;02.09.2024 02:00;1,1;Avlest
02.09.2024 02:00;02.09.2024 03:00;1,18;Avlest
02.09.2024 03:00;02.09.2024 04:00;1,39;Avlest
02.09.2024 04:00;02.09.2024 05:00;1,52;Avlest
02.09.2024 05:00;02.09.2024 06:00;1,27;Avlest
02.09.2024 06:00;02.09.2024 07:00;2,75;Avlest
02.09.2024 07:00;02.09.2024 08:00;1,92;Avlest
02.09.2024 08:00;02.09.2024 09:00;0,14;Avlest
02.09.2024 09:00;02.09.2024 10:00;0,01;Avlest
02.09.2024 10:00;02.09.2024 11:00;0,18;Avlest
02.09.2024 11:00;02.09.2024 12:00;0;Avlest
02.09.2024 12:00;02.09.2024 13:00;0;Avlest
02.09.2024 13:00;02.09.2024 14:00;0;Avlest
02.09.2024 14:00;02.09.2024 15:00;0;Avlest
02.09.2024 15:00;02.09.2024 16:00;0,15;Avlest
02.09.2024 16:00;02.09.2024 17:00;0;Avlest
02.09.2024 17:00;02.09.2024 18:00;1,49;Avlest
02.09.2024 18:00;02.09.2024 19:00;3,15;Avlest
02.09.2024 19:00;02.09.2024 20:00;3,89;Avlest
02.09.2024 20:00;02.09.2024 21:00;3,74;Avlest
02.09.2024 21:00;02.09.2024 22:00;1,76;Avlest
02.09.2024 22:00;02.09.2024 23:00;1,09;Avlest
02.09.2024 23:00;03.09.2024 00:00;8,77;Avlest
03.09.2024 00:00;03.09.2024 01:00;8,58;Avlest
03.09.2024 01:00;03.09.2024 02:00;9,04;Avlest
03.09.2024 02:00;03.09.2024 03:00;1,29;Avlest
03.09.2024 03:00;03.09.2024 04:00;1,17;Avlest
03.09.2024 04:00;03.09.2024 05:00;0,96;Avlest
03.09.2024 05:00;03.09.2024 06:00;1,08;Avlest
03.09.2024 06:00;03.09.2024 07:00;2,11;Avlest
03.09.2024 07:00;03.09.2024 08:00;1,7;Avlest
03.09.2024 08:00;03.09.2024 09:00;0,58;Avlest
03.09.2024 09:00;03.09.2024 10:00;1,04;Avlest
03.09.2024 10:00;03.09.2024 11:00;0,37;Avlest
03.09.2024 11:00;03.09.2024 12:00;0,55;Avlest
03.09.2024 12:00;03.09.2024 13:00;0,23;Avlest
03.09.2024 13:00;03.09.2024 14:00;0,83;Avlest
03.09.2024 14:00;03.09.2024 15:00;0,69;Avlest
03.09.2024 15:00;03.09.2024 16:00;1,84;Avlest
03.09.2024 16:00;03.09.2024 17:00;1,94;Avlest
03.09.2024 17:00;03.09.2024 18:00;1,35;Avlest
03.09.2024 18:00;03.09.2024 19:00;4,6;Avlest
03.09.2024 19:00;03.09.2024 20:00;5,63;Avlest
03.09.2024 20:00;03.09.2024 21:00;5,86;Avlest
03.09.2024 21:00;03.09.2024 22:00;4,46;Avlest
03.09.2024 22:00;03.09.2024 23:00;5,45;Avlest
03.09.2024 23:00;04.09.2024 00:00;3,51;Avlest
04.09.2024 00:00;04.09.2024 01:00;3,81;Avlest
04.09.2024 01:00;04.09.2024 02:00;3,43;Avlest
04.09.2024 02:00;04.09.2024 03:00;3,39;Avlest
04.09.2024 03:00;04.09.2024 04:00;3,82;Avlest
04.09.2024 04:00;04.09.2024 05:00;0,82;Avlest
04.09.2024 05:00;04.09.2024 06:00;1,03;Avlest
04.09.2024 06:00;04.09.2024 07:00;3,6;Avlest
04.09.2024 07:00;04.09.2024 08:00;3,32;Avlest
04.09.2024 08:00;04.09.2024 09:00;1,53;Avlest
04.09.2024 09:00;04.09.2024 10:00;1,18;Avlest
04.09.2024 10:00;04.09.2024 11:00;0,94;Avlest
04.09.2024 11:00;04.09.2024 12:00;1,93;Avlest
04.09.2024 12:00;04.09.2024 13:00;1,53;Avlest
04.09.2024 13:00;04.09.2024 14:00;1,82;Avlest
04.09.2024 14:00;04.09.2024 15:00;1,19;Avlest
04.09.2024 15:00;04.09.2024 16:00;1,79;Avlest
04.09.2024 16:00;04.09.2024 17:00;1,12;Avlest
04.09.2024 17:00;04.09.2024 18:00;3,24;Avlest
04.09.2024 18:00;04.09.2024 19:00;1,11;Avlest
04.09.2024 19:00;04.09.2024 20:00;1,96;Avlest
04.09.2024 20:00;04.09.2024 21:00;2,04;Avlest
04.09.2024 21:00;04.09.2024 22:00;1,49;Avlest
04.09.2024 22:00;04.09.2024 23:00;1,54;Avlest
04.09.2024 23:00;05.09.2024 00:00;1,33;Avlest
05.09.2024 00:00;05.09.2024 01:00;0,86;Avlest
05.09.2024 01:00;05.09.2024 02:00;0,91;Avlest
05.09.2024 02:00;05.09.2024 03:00;1,25;Avlest
05.09.2024 03:00;05.09.2024 04:00;0,81;Avlest
05.09.2024 04:00;05.09.2024 05:00;8,24;Avlest
05.09.2024 05:00;05.09.2024 06:00;8,45;Avlest
05.09.2024 06:00;05.09.2024 07:00;1,44;Avlest
05.09.2024 07:00;05.09.2024 08:00;2,28;Avlest
05.09.2024 08:00;05.09.2024 09:00;0;Avlest
05.09.2024 09:00;05.09.2024 10:00;0;Avlest
05.09.2024 10:00;05.09.2024 11:00;0;Avlest
05.09.2024 11:00;05.09.2024 12:00;0;Avlest
05.09.2024 12:00;05.09.2024 13:00;0;Avlest
05.09.2024 13:00;05.09.2024 14:00;0;Avlest
05.09.2024 14:00;05.09.2024 15:00;0;Avlest
05.09.2024 15:00;05.09.2024 16:00;0;Avlest
05.09.2024 16:00;05.09.2024 17:00;0,16;Avlest
05.09.2024 17:00;05.09.2024 18:00;0;Avlest
05.09.2024 18:00;05.09.2024 19:00;1,01;Avlest
05.09.2024 19:00;05.09.2024 20:00;2,85;Avlest
05.09.2024 20:00;05.09.2024 21:00;3,59;Avlest
05.09.2024 21:00;05.09.2024 22:00;3,26;Avlest
05.09.2024 22:00;05.09.2024 23:00;3,2;Avlest
05.09.2024 23:00;06.09.2024 00:00;3,18;Avlest
06.09.2024 00:00;06.09.2024 01:00;2,39;Avlest
06.09.2024 01:00;06.09.2024 02:00;8,13;Avlest
