Fra;Til;KWH 60 Forbruk;Kvalitet
01.07.2023 00:00;01.07.2023 01:00;3,65;Avlest
01.07.2023 01:00;01.07.2023 02:00;4,02;Avlest
01.07.2023 02:00;01.07.2023 03:00;4,56;Avlest
01.07.2023 03:00;01.07.2023 04:00;3,98;Avlest
01.07.2023 04:00;01.07.2023 05:00;3,91;Avlest
01.07.2023 05:00;01.07.2023 06:00;3,6;Avlest
01.07.2023 06:00;01.07.2023 07:00;2,91;Avlest
01.07.2023 07:00;01.07.2023 08:00;2,17;Avlest
01.07.2023 08:00;01.07.2023 09:00;2,36;Avlest
01.07.2023 09:00;01.07.2023 10:00;0,73;Avlest
01.07.2023 10:00;01.07.2023 11:00;1,48;Avlest
01.07.2023 11:00;01.07.2023 12:00;0,68;Avlest
01.07.2023 12:00;01.07.2023 13:00;0,34;Avlest
01.07.2023 13:00;01.07.2023 14:00;0,44;Avlest
01.07.2023 14:00;01.07.2023 15:00;0,94;Avlest
01.07.2023 15:00;01.07.2023 16:00;3,14;Avlest
01.07.2023 16:00;01.07.2023 17:00;4,14;Avlest
01.07.2023 17:00;01.07.2023 18:00;4,95;Avlest
01.07.2023 18:00;01.07.2023 19:00;4,06;Avlest
01.07.2023 19:00;01.07.2023 20:00;4,49;Avlest
01.07.2023 20:00;01.07.2023 21:00;4,28;Avlest
01.07.2023 21:00;01.07.2023 22:00;4,7;Avlest
01.07.2023 22:00;01.07.2023 23:00;4,83;Avlest
01.07.2023 23:00;02.07.2023 00:00;4,66;Avlest
02.07.2023 00:00;02.07.2023 01:00;3,87;Avlest
02.07.2023 01:00;02.07.2023 02:00;3,67;Avlest
02.07.2023 02:00;02.07.2023 03:00;8,64;Avlest
02.07.2023 03:00;02.07.2023 04:00;9,56;Avlest
02.07.2023 04:00;02.07.2023 05:00;9,5;Avlest
02.07.2023 05:00;02.07.2023 06:00;9,06;Avlest
02.07.2023 06:00;02.07.2023 07:00;7,74;Avlest
02.07.2023 07:00;02.07.2023 08:00;1,39;Avlest
02.07.2023 08:00;02.07.2023 09:00;0,53;Avlest
02.07.2023 09:00;02.07.2023 10:00;1,02;Avlest
02.07.2023 10:00;02.07.2023 11:00;0,52;Avlest
02.07.2023 11:00;02.07.2023 12:00;0,66;Avlest
02.07.2023 12:00;02.07.2023 13:00;0,88;Avlest
02.07.2023 13:00;02.07.2023 14:00;0,18;Avlest
02.07.2023 14:00;02.07.2023 15:00;0,04;Avlest
02.07.2023 15:00;02.07.2023 16:00;0,08;Avlest
02.07.2023 16:00;02.07.2023 17:00;0,06;Avlest
02.07.2023 17:00;02.07.2023 18:00;0,43;Avlest
02.07.2023 18:00;02.07.2023 19:00;0,7;Avlest
02.07.2023 19:00;02.07.2023 20:00;2,31;Avlest
02.07.2023 20:00;02.07.2023 21:00;4;Avlest
02.07.2023 21:00;02.07.2023 22:00;4,49;Avlest
02.07.2023 22:00;02.07.2023 23:00;4,31;Avlest
02.07.2023 23:00;03.07.2023 00:00;4,42;Avlest
03.07.2023 00:00;03.07.2023 01:00;4,93;Avlest
03.07.2023 01:00;03.07.2023 02:00;4,63;Avlest
03.07.2023 02:00;03.07.2023 03:00;5,16;Avlest
03.07.2023 03:00;03.07.2023 04:00;9,7;Avlest
03.07.2023 04:00;03.07.2023 05:00;9,92;Avlest
03.07.2023 05:00;03.07.2023 06:00;6,89;Avlest
03.07.2023 06:00;03.07.2023 07:00;2,78;Avlest
03.07.2023 07:00;03.07.2023 08:00;2,47;Avlest
03.07.2023 08:00;03.07.2023 09:00;1,4;Avlest
03.07.2023 09:00;03.07.2023 10:00;1,27;Avlest
03.07.2023 10:00;03.07.2023 11:00;1,94;Avlest
03.07.2023 11:00;03.07.2023 12:00;2,48;Avlest
03.07.2023 12:00;03.07.2023 13:00;1,24;Avlest
03.07.2023 13:00;03.07.2023 14:00;0,29;Avlest
03.07.2023 14:00;03.07.2023 15:00;0,24;Avlest
03.07.2023 15:00;03.07.2023 16:00;0,28;Avlest
03.07.2023 16:00;03.07.2023 17:00;0,6;Avlest
03.07.2023 17:00;03.07.2023 18:00;1,63;Avlest
03.07.2023 18:00;03.07.2023 19:00;2,3;Avlest
03.07.2023 19:00;03.07.2023 20:00;2,43;Avlest
03.07.2023 20:00;03.07.2023 21:00;3,06;Avlest
03.07.2023 21:00;03.07.2023 22:00;4,08;Avlest
03.07.2023 22:00;03.07.2023 23:00;4,4;Avlest
03.07.2023 23:00;04.07.2023 00:00;4,05;Avlest
04.07.2023 00:00;04.07.2023 01:00;4,47;Avlest
04.07.2023 01:00;04.07.2023 02:00;4,15;Avlest
04.07.2023 02:00;04.07.2023 03:00;4,65;Avlest
04.07.2023 03:00;04.07.2023 04:00;4,1;Avlest
04.07.2023 04:00;04.07.2023 05:00;4,05;Avlest
04.07.2023 05:00;04.07.2023 06:00;6,72;Avlest
04.07.2023 06:00;04.07.2023 07:00;10;Avlest
04.07.2023 07:00;04.07.2023 08:00;4,1;Avlest
04.07.2023 08:00;04.07.2023 09:00;3,3;Avlest
04.07.2023 09:00;04.07.2023 10:00;1,88;Avlest
04.07.2023 10:00;04.07.2023 11:00;0,06;Avlest
04.07.2023 11:00;04.07.2023 12:00;0;Avlest
04.07.2023 12:00;04.07.2023 13:00;0;Avlest
04.07.2023 13:00;04.07.2023 14:00;0;Avlest
04.07.2023 14:00;04.07.2023 15:00;0,71;Avlest
04.07.2023 15:00;04.07.2023 16:00;0,16;Avlest
04.07.2023 16:00;04.07.2023 17:00;0,29;Avlest
04.07.2023 17:00;04.07.2023 18:00;0,15;Avlest
04.07.2023 18:00;04.07.2023 19:00;0,97;Avlest
04.07.2023 19:00;04.07.2023 20:00;4,16;Avlest
04.07.2023 20:00;04.07.2023 21:00;3,58;Avlest
04.07.2023 21:00;04.07.2023 22:00;3,7;Avlest
04.07.2023 22:00;04.07.2023 23:00;3,96;Avlest
04.07.2023 23:00;05.07.2023 00:00;4,52;Avlest
05.07.2023 00:00;05.07.2023 01:00;4,41;Avlest
05.07.2023 01:00;05.07.2023 02:00;3,61;Avlest
