Fra;Til;KWH 60 Forbruk;Kvalitet
01.03.2024 00:00;01.03.2024 01:00;1,82;Avlest
01.03.2024 01:00;01.03.2024 02:00;1,77;Avlest
01.03.2024 02:00;01.03.2024 03:00;1,78;Avlest
01.03.2024 03:00;01.03.2024 04:00;1,69;Avlest
01.03.2024 04:00;01.03.2024 05:00;1,45;Avlest
01.03.2024 05:00;01.03.2024 06:00;1,63;Avlest
01.03.2024 06:00;01.03.2024 07:00;3;Avlest
01.03.2024 07:00;01.03.2024 08:00;3,54;Avlest
01.03.2024 08:00;01.03.2024 09:00;4,77;Avlest
01.03.2024 09:00;01.03.2024 10:00;2,74;Avlest
01.03.2024 10:00;01.03.2024 11:00;1,88;Avlest
01.03.2024 11:00;01.03.2024 12:00;1,71;Avlest
01.03.2024 12:00;01.03.2024 13:00;1,56;Avlest
01.03.2024 13:00;01.03.2024 14:00;1,45;Avlest
01.03.2024 14:00;01.03.2024 15:00;1,91;Avlest
01.03.2024 15:00;01.03.2024 16:00;2,32;Avlest
01.03.2024 16:00;01.03.2024 17:00;2,06;Avlest
01.03.2024 17:00;01.03.2024 18:00;1,39;Avlest
01.03.2024 18:00;01.03.2024 19:00;1,68;Avlest
01.03.2024 19:00;01.03.2024 20:00;4,45;Avlest
01.03.2024 20:00;01.03.2024 21:00;4,65;Avlest
01.03.2024 21:00;01.03.2024 22:00;4,54;Avlest
01.03.2024 22:00;01.03.2024 23:00;4,07;Avlest
01.03.2024 23:00;02.03.2024 00:00;3,48;Avlest
02.03.2024 00:00;02.03.2024 01:00;2,72;Avlest
02.03.2024 01:00;02.03.2024 02:00;2,65;Avlest
02.03.2024 02:00;02.03.2024 03:00;2,55;Avlest
02.03.2024 03:00;02.03.2024 04:00;10,18;Avlest
02.03.2024 04:00;02.03.2024 05:00;10,29;Avlest
02.03.2024 05:00;02.03.2024 06:00;10,34;Avlest
02.03.2024 06:00;02.03.2024 07:00;2,94;Avlest
02.03.2024 07:00;02.03.2024 08:00;2,57;Avlest
02.03.2024 08:00;02.03.2024 09:00;2,61;Avlest
02.03.2024 09:00;02.03.2024 10:00;2,05;Avlest
02.03.2024 10:00;02.03.2024 11:00;1,77;Avlest
02.03.2024 11:00;02.03.2024 12:00;1,45;Avlest
02.03.2024 12:00;02.03.2024 13:00;0,84;Avlest
02.03.2024 13:00;02.03.2024 14:00;0,02;Avlest
02.03.2024 14:00;02.03.2024 15:00;0,22;Avlest
02.03.2024 15:00;02.03.2024 16:00;3,28;Avlest
02.03.2024 16:00;02.03.2024 17:00;4,18;Avlest
02.03.2024 17:00;02.03.2024 18:00;2,56;Avlest
02.03.2024 18:00;02.03.2024 19:00;2,49;Avlest
02.03.2024 19:00;02.03.2024 20:00;3,01;Avlest
02.03.2024 20:00;02.03.2024 21:00;3;Avlest
02.03.2024 21:00;02.03.2024 22:00;2,19;Avlest
02.03.2024 22:00;02.03.2024 23:00;2,07;Avlest
02.03.2024 23:00;03.03.2024 00:00;2,06;Avlest
03.03.2024 00:00;03.03.2024 01:00;1,97;Avlest
03.03.2024 01:00;03.03.2024 02:00;9,37;Avlest
03.03.2024 02:00;03.03.2024 03:00;9,39;Avlest
03.03.2024 03:00;03.03.2024 04:00;9,88;Avlest
03.03.2024 04:00;03.03.2024 05:00;3,07;Avlest
03.03.2024 05:00;03.03.2024 06:00;1,73;Avlest
03.03.2024 06:00;03.03.2024 07:00;2,04;Avlest
03.03.2024 07:00;03.03.2024 08:00;2,29;Avlest
03.03.2024 08:00;03.03.2024 09:00;1,95;Avlest
03.03.2024 09:00;03.03.2024 10:00;2,58;Avlest
03.03.2024 10:00;03.03.2024 11:00;2,53;Avlest
03.03.2024 11:00;03.03.2024 12:00;2,84;Avlest
03.03.2024 12:00;03.03.2024 13:00;2,92;Avlest
03.03.2024 13:00;03.03.2024 14:00;2,26;Avlest
03.03.2024 14:00;03.03.2024 15:00;2,91;Avlest
03.03.2024 15:00;03.03.2024 16:00;3,58;Avlest
03.03.2024 16:00;03.03.2024 17:00;5,11;Avlest
03.03.2024 17:00;03.03.2024 18:00;2,87;Avlest
03.03.2024 18:00;03.03.2024 19:00;2;Avlest
