Fra;Til;KWH 60 Forbruk;Kvalitet
01.06.2022 00:00;01.06.2022 01:00;1,45;Avlest
01.06.2022 01:00;01.06.2022 02:00;1,52;Avlest
01.06.2022 02:00;01.06.2022 03:00;1,51;Avlest
01.06.2022 03:00;01.06.2022 04:00;1,45;Avlest
01.06.2022 04:00;01.06.2022 05:00;1,27;Avlest
01.06.2022 05:00;01.06.2022 06:00;0,89;Avlest
01.06.2022 06:00;01.06.2022 07:00;11,33;Avlest
01.06.2022 07:00;01.06.2022 08:00;10,29;Avlest
01.06.2022 08:00;01.06.2022 09:00;0,19;Avlest
01.06.2022 09:00;01.06.2022 10:00;0;Avlest
01.06.2022 10:00;01.06.2022 11:00;0;Avlest
01.06.2022 11:00;01.06.2022 12:00;0;Avlest
01.06.2022 12:00;01.06.2022 13:00;0;Avlest
01.06.2022 13:00;01.06.2022 14:00;0;Avlest
01.06.2022 14:00;01.06.2022 15:00;0;Avlest
01.06.2022 15:00;01.06.2022 16:00;0;Avlest
01.06.2022 16:00;01.06.2022 17:00;0;Avlest
01.06.2022 17:00;01.06.2022 18:00;0;Avlest
01.06.2022 18:00;01.06.2022 19:00;0,28;Avlest
01.06.2022 19:00;01.06.2022 20:00;0,42;Avlest
01.06.2022 20:00;01.06.2022 21:00;0,78;Avlest
01.06.2022 21:00;01.06.2022 22:00;0,64;Avlest
01.06.2022 22:00;01.06.2022 23:00;1,16;Avlest
01.06.2022 23:00;02.06.2022 00:00;1,24;Avlest
02.06.2022 00:00;02.06.2022 01:00;0,9;Avlest
02.06.2022 01:00;02.06.2022 02:00;0,96;Avlest
02.06.2022 02:00;02.06.2022 03:00;1,17;Avlest
02.06.2022 03:00;02.06.2022 04:00;1,4;Avlest
02.06.2022 04:00;02.06.2022 05:00;1,58;Avlest
02.06.2022 05:00;02.06.2022 06:00;1,13;Avlest
02.06.2022 06:00;02.06.2022 07:00;12,43;Avlest
02.06.2022 07:00;02.06.2022 08:00;5,99;Avlest
02.06.2022 08:00;02.06.2022 09:00;0;Avlest
02.06.2022 09:00;02.06.2022 10:00;0,12;Avlest
02.06.2022 10:00;02.06.2022 11:00;0;Avlest
02.06.2022 11:00;02.06.2022 12:00;0;Avlest
02.06.2022 12:00;02.06.2022 13:00;0;Avlest
02.06.2022 13:00;02.06.2022 14:00;0;Avlest
02.06.2022 14:00;02.06.2022 15:00;0;Avlest
02.06.2022 15:00;02.06.2022 16:00;0;Avlest
02.06.2022 16:00;02.06.2022 17:00;0;Avlest
02.06.2022 17:00;02.06.2022 18:00;0;Avlest
02.06.2022 18:00;02.06.2022 19:00;0,08;Avlest
02.06.2022 19:00;02.06.2022 20:00;0,36;Avlest
02.06.2022 20:00;02.06.2022 21:00;0,01;Avlest
02.06.2022 21:00;02.06.2022 22:00;0,78;Avlest
02.06.2022 22:00;02.06.2022 23:00;0,71;Avlest
02.06.2022 23:00;03.06.2022 00:00;1,28;Avlest
03.06.2022 00:00;03.06.2022 01:00;1,2;Avlest
03.06.2022 01:00;03.06.2022 02:00;0,77;Avlest
03.06.2022 02:00;03.06.2022 03:00;1,4;Avlest
03.06.2022 03:00;03.06.2022 04:00;1,49;Avlest
03.06.2022 04:00;03.06.2022 05:00;1,54;Avlest
03.06.2022 05:00;03.06.2022 06:00;0,96;Avlest
03.06.2022 06:00;03.06.2022 07:00;8,21;Avlest
03.06.2022 07:00;03.06.2022 08:00;3,79;Avlest
03.06.2022 08:00;03.06.2022 09:00;0;Avlest
03.06.2022 09:00;03.06.2022 10:00;0;Avlest
03.06.2022 10:00;03.06.2022 11:00;0;Avlest
03.06.2022 11:00;03.06.2022 12:00;0;Avlest
03.06.2022 12:00;03.06.2022 13:00;0;Avlest
03.06.2022 13:00;03.06.2022 14:00;0,04;Avlest
03.06.2022 14:00;03.06.2022 15:00;0,04;Avlest
03.06.2022 15:00;03.06.2022 16:00;0,07;Avlest
03.06.2022 16:00;03.06.2022 17:00;0;Avlest
03.06.2022 17:00;03.06.2022 18:00;0;Avlest
03.06.2022 18:00;03.06.2022 19:00;0;Avlest
03.06.2022 19:00;03.06.2022 20:00;0,55;Avlest
03.06.2022 20:00;03.06.2022 21:00;0,39;Avlest
03.06.2022 21:00;03.06.2022 22:00;1,06;Avlest
03.06.2022 22:00;03.06.2022 23:00;0,97;Avlest
03.06.2022 23:00;04.06.2022 00:00;2,12;Avlest
04.06.2022 00:00;04.06.2022 01:00;10,06;Avlest
04.06.2022 01:00;04.06.2022 02:00;1,23;Avlest
04.06.2022 02:00;04.06.2022 03:00;10,49;Avlest
