Fra;Til;KWH 60 Forbruk;Kvalitet
01.02.2023 00:00;01.02.2023 01:00;7,28;Avlest
01.02.2023 01:00;01.02.2023 02:00;7,25;Avlest
01.02.2023 02:00;01.02.2023 03:00;7,07;Avlest
01.02.2023 03:00;01.02.2023 04:00;7,1;Avlest
01.02.2023 04:00;01.02.2023 05:00;7,44;Avlest
01.02.2023 05:00;01.02.2023 06:00;6,31;Avlest
01.02.2023 06:00;01.02.2023 07:00;2,69;Avlest
01.02.2023 07:00;01.02.2023 08:00;3,39;Avlest
01.02.2023 08:00;01.02.2023 09:00;2,47;Avlest
01.02.2023 09:00;01.02.2023 10:00;1,89;Avlest
01.02.2023 10:00;01.02.2023 11:00;2,19;Avlest
01.02.2023 11:00;01.02.2023 12:00;2,26;Avlest
01.02.2023 12:00;01.02.2023 13:00;2,94;Avlest
01.02.2023 13:00;01.02.2023 14:00;1,17;Avlest
01.02.2023 14:00;01.02.2023 15:00;1,61;Avlest
01.02.2023 15:00;01.02.2023 16:00;1,71;Avlest
01.02.2023 16:00;01.02.2023 17:00;1,68;Avlest
01.02.2023 17:00;01.02.2023 18:00;2,1;Avlest
01.02.2023 18:00;01.02.2023 19:00;2,67;Avlest
01.02.2023 19:00;01.02.2023 20:00;2,98;Avlest
01.02.2023 20:00;01.02.2023 21:00;3,41;Avlest
01.02.2023 21:00;01.02.2023 22:00;3,71;Avlest
01.02.2023 22:00;01.02.2023 23:00;4,53;Avlest
01.02.2023 23:00;02.02.2023 00:00;8,58;Avlest
02.02.2023 00:00;02.02.2023 01:00;8,81;Avlest
02.02.2023 01:00;02.02.2023 02:00;8,77;Avlest
02.02.2023 02:00;02.02.2023 03:00;9,35;Avlest
02.02.2023 03:00;02.02.2023 04:00;8,42;Avlest
02.02.2023 04:00;02.02.2023 05:00;8,5;Avlest
02.02.2023 05:00;02.02.2023 06:00;9,11;Avlest
02.02.2023 06:00;02.02.2023 07:00;9,52;Avlest
02.02.2023 07:00;02.02.2023 08:00;5,23;Avlest
02.02.2023 08:00;02.02.2023 09:00;6,59;Avlest
