Fra;Til;KWH 60 Forbruk;Kvalitet
01.04.2025 00:00;01.04.2025 01:00;9,21;Avlest
01.04.2025 01:00;01.04.2025 02:00;4,47;Avlest
01.04.2025 02:00;01.04.2025 03:00;5,29;Avlest
01.04.2025 03:00;01.04.2025 04:00;5,58;Avlest
01.04.2025 04:00;01.04.2025 05:00;6;Avlest
01.04.2025 05:00;01.04.2025 06:00;5,07;Avlest
01.04.2025 06:00;01.04.2025 07:00;5,13;Avlest
01.04.2025 07:00;01.04.2025 08:00;5,79;Avlest
01.04.2025 08:00;01.04.2025 09:00;1,87;Avlest
01.04.2025 09:00;01.04.2025 10:00;0,12;Avlest
01.04.2025 10:00;01.04.2025 11:00;0;Avlest
01.04.2025 11:00;01.04.2025 12:00;0;Avlest
01.04.2025 12:00;01.04.2025 13:00;0;Avlest
01.04.2025 13:00;01.04.2025 14:00;0;Avlest
01.04.2025 14:00;01.04.2025 15:00;0;Avlest
01.04.2025 15:00;01.04.2025 16:00;0;Avlest
01.04.2025 16:00;01.04.2025 17:00;0;Avlest
01.04.2025 17:00;01.04.2025 18:00;0,78;Avlest
01.04.2025 18:00;01.04.2025 19:00;1,28;Avlest
01.04.2025 19:00;01.04.2025 20:00;2,11;Avlest
01.04.2025 20:00;01.04.2025 21:00;9,14;Avlest
01.04.2025 21:00;01.04.2025 22:00;5,65;Avlest
01.04.2025 22:00;01.04.2025 23:00;4,09;Avlest
01.04.2025 23:00;02.04.2025 00:00;3,43;Avlest
02.04.2025 00:00;02.04.2025 01:00;3,22;Avlest
02.04.2025 01:00;02.04.2025 02:00;8,71;Avlest
02.04.2025 02:00;02.04.2025 03:00;10,17;Avlest
02.04.2025 03:00;02.04.2025 04:00;10;Avlest
02.04.2025 04:00;02.04.2025 05:00;6,14;Avlest
02.04.2025 05:00;02.04.2025 06:00;6,34;Avlest
02.04.2025 06:00;02.04.2025 07:00;6,93;Avlest
02.04.2025 07:00;02.04.2025 08:00;5,35;Avlest
02.04.2025 08:00;02.04.2025 09:00;3,27;Avlest
02.04.2025 09:00;02.04.2025 10:00;0,53;Avlest
02.04.2025 10:00;02.04.2025 11:00;0;Avlest
02.04.2025 11:00;02.04.2025 12:00;0;Avlest
02.04.2025 12:00;02.04.2025 13:00;0;Avlest
02.04.2025 13:00;02.04.2025 14:00;0;Avlest
02.04.2025 14:00;02.04.2025 15:00;0;Avlest
02.04.2025 15:00;02.04.2025 16:00;0;Avlest
02.04.2025 16:00;02.04.2025 17:00;1,38;Avlest
02.04.2025 17:00;02.04.2025 18:00;6,59;Avlest
02.04.2025 18:00;02.04.2025 19:00;4,19;Avlest
02.04.2025 19:00;02.04.2025 20:00;1,39;Avlest
02.04.2025 20:00;02.04.2025 21:00;3,24;Avlest
02.04.2025 21:00;02.04.2025 22:00;2,88;Avlest
02.04.2025 22:00;02.04.2025 23:00;7,37;Avlest
02.04.2025 23:00;03.04.2025 00:00;3,65;Avlest
03.04.2025 00:00;03.04.2025 01:00;2,51;Avlest
03.04.2025 01:00;03.04.2025 02:00;7,14;Avlest
03.04.2025 02:00;03.04.2025 03:00;8,93;Avlest
03.04.2025 03:00;03.04.2025 04:00;4,79;Avlest
03.04.2025 04:00;03.04.2025 05:00;5,58;Avlest
03.04.2025 05:00;03.04.2025 06:00;3,77;Avlest
03.04.2025 06:00;03.04.2025 07:00;4,4;Avlest
03.04.2025 07:00;03.04.2025 08:00;9,27;Avlest
03.04.2025 08:00;03.04.2025 09:00;2,73;Avlest
03.04.2025 09:00;03.04.2025 10:00;0,22;Avlest
03.04.2025 10:00;03.04.2025 11:00;0;Avlest
03.04.2025 11:00;03.04.2025 12:00;0;Avlest
03.04.2025 12:00;03.04.2025 13:00;0;Avlest
03.04.2025 13:00;03.04.2025 14:00;0,03;Avlest
03.04.2025 14:00;03.04.2025 15:00;0;Avlest
03.04.2025 15:00;03.04.2025 16:00;0;Avlest
03.04.2025 16:00;03.04.2025 17:00;0,02;Avlest
03.04.2025 17:00;03.04.2025 18:00;0,29;Avlest
03.04.2025 18:00;03.04.2025 19:00;0,6;Avlest
03.04.2025 19:00;03.04.2025 20:00;3,39;Avlest
03.04.2025 20:00;03.04.2025 21:00;5,07;Avlest
03.04.2025 21:00;03.04.2025 22:00;4,94;Avlest
03.04.2025 22:00;03.04.2025 23:00;4,02;Avlest
03.04.2025 23:00;04.04.2025 00:00;2,41;Avlest
04.04.2025 00:00;04.04.2025 01:00;3,8;Avlest
04.04.2025 01:00;04.04.2025 02:00;8,56;Avlest
04.04.2025 02:00;04.04.2025 03:00;8,32;Avlest
04.04.2025 03:00;04.04.2025 04:00;8,04;Avlest
04.04.2025 04:00;04.04.2025 05:00;4,02;Avlest
04.04.2025 05:00;04.04.2025 06:00;4,68;Avlest
04.04.2025 06:00;04.04.2025 07:00;5,63;Avlest
04.04.2025 07:00;04.04.2025 08:00;6,28;Avlest
04.04.2025 08:00;04.04.2025 09:00;2,69;Avlest
04.04.2025 09:00;04.04.2025 10:00;0,87;Avlest
04.04.2025 10:00;04.04.2025 11:00;0,16;Avlest
04.04.2025 11:00;04.04.2025 12:00;0;Avlest
04.04.2025 12:00;04.04.2025 13:00;0;Avlest
04.04.2025 13:00;04.04.2025 14:00;0;Avlest
04.04.2025 14:00;04.04.2025 15:00;0;Avlest
04.04.2025 15:00;04.04.2025 16:00;1,25;Avlest
04.04.2025 16:00;04.04.2025 17:00;1,14;Avlest
04.04.2025 17:00;04.04.2025 18:00;3,86;Avlest
04.04.2025 18:00;04.04.2025 19:00;5,03;Avlest
04.04.2025 19:00;04.04.2025 20:00;5,94;Avlest
04.04.2025 20:00;04.04.2025 21:00;8,63;Avlest
04.04.2025 21:00;04.04.2025 22:00;9,13;Avlest
04.04.2025 22:00;04.04.2025 23:00;13,2;Avlest
04.04.2025 23:00;05.04.2025 00:00;11,76;Avlest
05.04.2025 00:00;05.04.2025 01:00;11,01;Avlest
05.04.2025 01:00;05.04.2025 02:00;4,51;Avlest
05.04.2025 02:00;05.04.2025 03:00;5,7;Avlest
05.04.2025 03:00;05.04.2025 04:00;5,75;Avlest
05.04.2025 04:00;05.04.2025 05:00;5,19;Avlest
05.04.2025 05:00;05.04.2025 06:00;5,85;Avlest
05.04.2025 06:00;05.04.2025 07:00;5,82;Avlest
05.04.2025 07:00;05.04.2025 08:00;5,02;Avlest
05.04.2025 08:00;05.04.2025 09:00;4,11;Avlest
05.04.2025 09:00;05.04.2025 10:00;2,01;Avlest
05.04.2025 10:00;05.04.2025 11:00;0;Avlest
05.04.2025 11:00;05.04.2025 12:00;0;Avlest
05.04.2025 12:00;05.04.2025 13:00;0;Avlest
05.04.2025 13:00;05.04.2025 14:00;0;Avlest
05.04.2025 14:00;05.04.2025 15:00;0,02;Avlest
05.04.2025 15:00;05.04.2025 16:00;0,44;Avlest
05.04.2025 16:00;05.04.2025 17:00;1,2;Avlest
05.04.2025 17:00;05.04.2025 18:00;0,81;Avlest
05.04.2025 18:00;05.04.2025 19:00;1,21;Avlest
05.04.2025 19:00;05.04.2025 20:00;6,39;Avlest
05.04.2025 20:00;05.04.2025 21:00;4,41;Avlest
05.04.2025 21:00;05.04.2025 22:00;3,98;Avlest
05.04.2025 22:00;05.04.2025 23:00;4,09;Avlest
05.04.2025 23:00;06.04.2025 00:00;5,67;Avlest
06.04.2025 00:00;06.04.2025 01:00;7,94;Avlest
06.04.2025 01:00;06.04.2025 02:00;5,64;Avlest
06.04.2025 02:00;06.04.2025 03:00;7,26;Avlest
06.04.2025 03:00;06.04.2025 04:00;13,05;Avlest
06.04.2025 04:00;06.04.2025 05:00;12,05;Avlest
06.04.2025 05:00;06.04.2025 06:00;13,22;Avlest
06.04.2025 06:00;06.04.2025 07:00;7,44;Avlest
06.04.2025 07:00;06.04.2025 08:00;5,41;Avlest
06.04.2025 08:00;06.04.2025 09:00;0,85;Avlest
06.04.2025 09:00;06.04.2025 10:00;0,25;Avlest
06.04.2025 10:00;06.04.2025 11:00;0;Avlest
06.04.2025 11:00;06.04.2025 12:00;0;Avlest
06.04.2025 12:00;06.04.2025 13:00;0;Avlest
06.04.2025 13:00;06.04.2025 14:00;0;Avlest
06.04.2025 14:00;06.04.2025 15:00;0;Avlest
06.04.2025 15:00;06.04.2025 16:00;0;Avlest
06.04.2025 16:00;06.04.2025 17:00;0;Avlest
06.04.2025 17:00;06.04.2025 18:00;0,16;Avlest
06.04.2025 18:00;06.04.2025 19:00;1;Avlest
06.04.2025 19:00;06.04.2025 20:00;2,62;Avlest
06.04.2025 20:00;06.04.2025 21:00;4,54;Avlest
06.04.2025 21:00;06.04.2025 22:00;5,14;Avlest
06.04.2025 22:00;06.04.2025 23:00;5,65;Avlest
06.04.2025 23:00;07.04.2025 00:00;11,76;Avlest
07.04.2025 00:00;07.04.2025 01:00;5,24;Avlest
07.04.2025 01:00;07.04.2025 02:00;3,17;Avlest
07.04.2025 02:00;07.04.2025 03:00;3,33;Avlest
07.04.2025 03:00;07.04.2025 04:00;3,6;Avlest
07.04.2025 04:00;07.04.2025 05:00;3,7;Avlest
07.04.2025 05:00;07.04.2025 06:00;5,02;Avlest
07.04.2025 06:00;07.04.2025 07:00;4,88;Avlest
07.04.2025 07:00;07.04.2025 08:00;7,34;Avlest
07.04.2025 08:00;07.04.2025 09:00;3,56;Avlest
07.04.2025 09:00;07.04.2025 10:00;0,12;Avlest
07.04.2025 10:00;07.04.2025 11:00;0,12;Avlest
07.04.2025 11:00;07.04.2025 12:00;0;Avlest
07.04.2025 12:00;07.04.2025 13:00;0;Avlest
07.04.2025 13:00;07.04.2025 14:00;0;Avlest
07.04.2025 14:00;07.04.2025 15:00;0;Avlest
07.04.2025 15:00;07.04.2025 16:00;0;Avlest
07.04.2025 16:00;07.04.2025 17:00;0;Avlest
07.04.2025 17:00;07.04.2025 18:00;0,62;Avlest
07.04.2025 18:00;07.04.2025 19:00;2,55;Avlest
07.04.2025 19:00;07.04.2025 20:00;6,22;Avlest
07.04.2025 20:00;07.04.2025 21:00;6,61;Avlest
07.04.2025 21:00;07.04.2025 22:00;5,31;Avlest
07.04.2025 22:00;07.04.2025 23:00;5,18;Avlest
07.04.2025 23:00;08.04.2025 00:00;7,73;Avlest
08.04.2025 00:00;08.04.2025 01:00;5,42;Avlest
08.04.2025 01:00;08.04.2025 02:00;9,17;Avlest
08.04.2025 02:00;08.04.2025 03:00;10,39;Avlest
08.04.2025 03:00;08.04.2025 04:00;11,08;Avlest
08.04.2025 04:00;08.04.2025 05:00;11,05;Avlest
08.04.2025 05:00;08.04.2025 06:00;5,38;Avlest
08.04.2025 06:00;08.04.2025 07:00;7,39;Avlest
08.04.2025 07:00;08.04.2025 08:00;8,93;Avlest
08.04.2025 08:00;08.04.2025 09:00;3,34;Avlest
08.04.2025 09:00;08.04.2025 10:00;0;Avlest
08.04.2025 10:00;08.04.2025 11:00;0;Avlest
08.04.2025 11:00;08.04.2025 12:00;0;Avlest
08.04.2025 12:00;08.04.2025 13:00;0;Avlest
08.04.2025 13:00;08.04.2025 14:00;0;Avlest
08.04.2025 14:00;08.04.2025 15:00;0;Avlest
08.04.2025 15:00;08.04.2025 16:00;0;Avlest
08.04.2025 16:00;08.04.2025 17:00;0,28;Avlest
