Fra;Til;KWH 60 Forbruk;Kvalitet
01.04.2024 00:00;01.04.2024 01:00;1,68;Avlest
01.04.2024 01:00;01.04.2024 02:00;2,12;Avlest
01.04.2024 02:00;01.04.2024 03:00;2,57;Avlest
01.04.2024 03:00;01.04.2024 04:00;2,85;Avlest
01.04.2024 04:00;01.04.2024 05:00;2,97;Avlest
01.04.2024 05:00;01.04.2024 06:00;3,22;Avlest
01.04.2024 06:00;01.04.2024 07:00;2,96;Avlest
01.04.2024 07:00;01.04.2024 08:00;1,99;Avlest
01.04.2024 08:00;01.04.2024 09:00;0,55;Avlest
01.04.2024 09:00;01.04.2024 10:00;0;Avlest
01.04.2024 10:00;01.04.2024 11:00;0;Avlest
01.04.2024 11:00;01.04.2024 12:00;0;Avlest
01.04.2024 12:00;01.04.2024 13:00;0;Avlest
01.04.2024 13:00;01.04.2024 14:00;0;Avlest
01.04.2024 14:00;01.04.2024 15:00;0;Avlest
01.04.2024 15:00;01.04.2024 16:00;0;Avlest
01.04.2024 16:00;01.04.2024 17:00;0;Avlest
01.04.2024 17:00;01.04.2024 18:00;0,03;Avlest
01.04.2024 18:00;01.04.2024 19:00;0,32;Avlest
01.04.2024 19:00;01.04.2024 20:00;1,4;Avlest
01.04.2024 20:00;01.04.2024 21:00;4,2;Avlest
01.04.2024 21:00;01.04.2024 22:00;5,36;Avlest
01.04.2024 22:00;01.04.2024 23:00;4,06;Avlest
01.04.2024 23:00;02.04.2024 00:00;2,52;Avlest
02.04.2024 00:00;02.04.2024 01:00;1,87;Avlest
02.04.2024 01:00;02.04.2024 02:00;1,69;Avlest
02.04.2024 02:00;02.04.2024 03:00;1,66;Avlest
02.04.2024 03:00;02.04.2024 04:00;7,44;Avlest
02.04.2024 04:00;02.04.2024 05:00;9,36;Avlest
02.04.2024 05:00;02.04.2024 06:00;9,25;Avlest
02.04.2024 06:00;02.04.2024 07:00;2,51;Avlest
02.04.2024 07:00;02.04.2024 08:00;1,36;Avlest
02.04.2024 08:00;02.04.2024 09:00;0,87;Avlest
02.04.2024 09:00;02.04.2024 10:00;0,59;Avlest
02.04.2024 10:00;02.04.2024 11:00;0,37;Avlest
02.04.2024 11:00;02.04.2024 12:00;0;Avlest
02.04.2024 12:00;02.04.2024 13:00;0;Avlest
02.04.2024 13:00;02.04.2024 14:00;0;Avlest
02.04.2024 14:00;02.04.2024 15:00;0;Avlest
02.04.2024 15:00;02.04.2024 16:00;0;Avlest
02.04.2024 16:00;02.04.2024 17:00;0;Avlest
02.04.2024 17:00;02.04.2024 18:00;0,52;Avlest
02.04.2024 18:00;02.04.2024 19:00;6,56;Avlest
02.04.2024 19:00;02.04.2024 20:00;6,87;Avlest
02.04.2024 20:00;02.04.2024 21:00;2;Avlest
02.04.2024 21:00;02.04.2024 22:00;2,11;Avlest
02.04.2024 22:00;02.04.2024 23:00;2,1;Avlest
02.04.2024 23:00;03.04.2024 00:00;8,18;Avlest
