Fra;Til;KWH 60 Forbruk;Kvalitet
01.07.2023 00:00;01.07.2023 01:00;0,08;Avlest
01.07.2023 01:00;01.07.2023 02:00;0,06;Avlest
01.07.2023 02:00;01.07.2023 03:00;0,09;Avlest
01.07.2023 03:00;01.07.2023 04:00;0,12;Avlest
01.07.2023 04:00;01.07.2023 05:00;0,48;Avlest
01.07.2023 05:00;01.07.2023 06:00;0,09;Avlest
01.07.2023 06:00;01.07.2023 07:00;0,07;Avlest
01.07.2023 07:00;01.07.2023 08:00;0,06;Avlest
01.07.2023 08:00;01.07.2023 09:00;0,64;Avlest
01.07.2023 09:00;01.07.2023 10:00;0,21;Avlest
01.07.2023 10:00;01.07.2023 11:00;0,89;Avlest
01.07.2023 11:00;01.07.2023 12:00;0,1;Avlest
01.07.2023 12:00;01.07.2023 13:00;0,11;Avlest
01.07.2023 13:00;01.07.2023 14:00;0,09;Avlest
01.07.2023 14:00;01.07.2023 15:00;0,08;Avlest
01.07.2023 15:00;01.07.2023 16:00;0,93;Avlest
01.07.2023 16:00;01.07.2023 17:00;1,17;Avlest
01.07.2023 17:00;01.07.2023 18:00;0,19;Avlest
01.07.2023 18:00;01.07.2023 19:00;0,1;Avlest
01.07.2023 19:00;01.07.2023 20:00;0,07;Avlest
01.07.2023 20:00;01.07.2023 21:00;0,67;Avlest
01.07.2023 21:00;01.07.2023 22:00;0,1;Avlest
01.07.2023 22:00;01.07.2023 23:00;0,46;Avlest
01.07.2023 23:00;02.07.2023 00:00;1,13;Avlest
02.07.2023 00:00;02.07.2023 01:00;0,08;Avlest
02.07.2023 01:00;02.07.2023 02:00;0,08;Avlest
02.07.2023 02:00;02.07.2023 03:00;0,06;Avlest
02.07.2023 03:00;02.07.2023 04:00;0,74;Avlest
02.07.2023 04:00;02.07.2023 05:00;0,07;Avlest
02.07.2023 05:00;02.07.2023 06:00;0,08;Avlest
02.07.2023 06:00;02.07.2023 07:00;0,07;Avlest
02.07.2023 07:00;02.07.2023 08:00;0,06;Avlest
02.07.2023 08:00;02.07.2023 09:00;0,63;Avlest
02.07.2023 09:00;02.07.2023 10:00;0,65;Avlest
02.07.2023 10:00;02.07.2023 11:00;0,13;Avlest
02.07.2023 11:00;02.07.2023 12:00;0,67;Avlest
02.07.2023 12:00;02.07.2023 13:00;0,07;Avlest
02.07.2023 13:00;02.07.2023 14:00;1,17;Avlest
02.07.2023 14:00;02.07.2023 15:00;0,1;Avlest
02.07.2023 15:00;02.07.2023 16:00;0,79;Avlest
02.07.2023 16:00;02.07.2023 17:00;0,07;Avlest
02.07.2023 17:00;02.07.2023 18:00;0,07;Avlest
02.07.2023 18:00;02.07.2023 19:00;1,05;Avlest
02.07.2023 19:00;02.07.2023 20:00;0,12;Avlest
02.07.2023 20:00;02.07.2023 21:00;0,06;Avlest
02.07.2023 21:00;02.07.2023 22:00;0,48;Avlest
02.07.2023 22:00;02.07.2023 23:00;2,15;Avlest
02.07.2023 23:00;03.07.2023 00:00;1,78;Avlest
03.07.2023 00:00;03.07.2023 01:00;0,07;Avlest
03.07.2023 01:00;03.07.2023 02:00;0,07;Avlest
03.07.2023 02:00;03.07.2023 03:00;0,08;Avlest
03.07.2023 03:00;03.07.2023 04:00;0,53;Avlest
03.07.2023 04:00;03.07.2023 05:00;0,3;Avlest
03.07.2023 05:00;03.07.2023 06:00;0,07;Avlest
03.07.2023 06:00;03.07.2023 07:00;0,12;Avlest
03.07.2023 07:00;03.07.2023 08:00;1,38;Avlest
03.07.2023 08:00;03.07.2023 09:00;0,07;Avlest
03.07.2023 09:00;03.07.2023 10:00;0,07;Avlest
03.07.2023 10:00;03.07.2023 11:00;0,06;Avlest
03.07.2023 11:00;03.07.2023 12:00;0,68;Avlest
03.07.2023 12:00;03.07.2023 13:00;0,09;Avlest
03.07.2023 13:00;03.07.2023 14:00;0,08;Avlest
03.07.2023 14:00;03.07.2023 15:00;0,06;Avlest
03.07.2023 15:00;03.07.2023 16:00;0,07;Avlest
03.07.2023 16:00;03.07.2023 17:00;0,74;Avlest
03.07.2023 17:00;03.07.2023 18:00;0,07;Avlest
03.07.2023 18:00;03.07.2023 19:00;0,08;Avlest
03.07.2023 19:00;03.07.2023 20:00;0,07;Avlest
03.07.2023 20:00;03.07.2023 21:00;0,07;Avlest
03.07.2023 21:00;03.07.2023 22:00;0,54;Avlest
03.07.2023 22:00;03.07.2023 23:00;0,16;Avlest
03.07.2023 23:00;04.07.2023 00:00;0,14;Avlest
04.07.2023 00:00;04.07.2023 01:00;0,14;Avlest
04.07.2023 01:00;04.07.2023 02:00;0,12;Avlest
04.07.2023 02:00;04.07.2023 03:00;0,43;Avlest
04.07.2023 03:00;04.07.2023 04:00;0,39;Avlest
04.07.2023 04:00;04.07.2023 05:00;0,11;Avlest
04.07.2023 05:00;04.07.2023 06:00;0,09;Avlest
04.07.2023 06:00;04.07.2023 07:00;0,06;Avlest
04.07.2023 07:00;04.07.2023 08:00;0,12;Avlest
04.07.2023 08:00;04.07.2023 09:00;0,69;Avlest
04.07.2023 09:00;04.07.2023 10:00;0,07;Avlest
04.07.2023 10:00;04.07.2023 11:00;0,08;Avlest
04.07.2023 11:00;04.07.2023 12:00;0,07;Avlest
04.07.2023 12:00;04.07.2023 13:00;0,06;Avlest
04.07.2023 13:00;04.07.2023 14:00;0,69;Avlest
04.07.2023 14:00;04.07.2023 15:00;0,07;Avlest
04.07.2023 15:00;04.07.2023 16:00;0,08;Avlest
04.07.2023 16:00;04.07.2023 17:00;0,07;Avlest
04.07.2023 17:00;04.07.2023 18:00;0,06;Avlest
04.07.2023 18:00;04.07.2023 19:00;0,07;Avlest
04.07.2023 19:00;04.07.2023 20:00;0,86;Avlest
04.07.2023 20:00;04.07.2023 21:00;0,08;Avlest
04.07.2023 21:00;04.07.2023 22:00;0,06;Avlest
04.07.2023 22:00;04.07.2023 23:00;0,09;Avlest
04.07.2023 23:00;05.07.2023 00:00;0,13;Avlest
05.07.2023 00:00;05.07.2023 01:00;0,13;Avlest
05.07.2023 01:00;05.07.2023 02:00;0,12;Avlest
05.07.2023 02:00;05.07.2023 03:00;0,8;Avlest
05.07.2023 03:00;05.07.2023 04:00;0,13;Avlest
05.07.2023 04:00;05.07.2023 05:00;0,11;Avlest
05.07.2023 05:00;05.07.2023 06:00;0,06;Avlest
05.07.2023 06:00;05.07.2023 07:00;0,07;Avlest
05.07.2023 07:00;05.07.2023 08:00;0,08;Avlest
