Fra;Til;KWH 60 Forbruk;Kvalitet
01.09.2023 00:00;01.09.2023 01:00;0,07;Avlest
01.09.2023 01:00;01.09.2023 02:00;0,06;Avlest
01.09.2023 02:00;01.09.2023 03:00;0,08;Avlest
01.09.2023 03:00;01.09.2023 04:00;0,75;Avlest
01.09.2023 04:00;01.09.2023 05:00;0,06;Avlest
01.09.2023 05:00;01.09.2023 06:00;0,06;Avlest
01.09.2023 06:00;01.09.2023 07:00;0,09;Avlest
01.09.2023 07:00;01.09.2023 08:00;1;Avlest
01.09.2023 08:00;01.09.2023 09:00;0,06;Avlest
01.09.2023 09:00;01.09.2023 10:00;0,08;Avlest
01.09.2023 10:00;01.09.2023 11:00;0,07;Avlest
01.09.2023 11:00;01.09.2023 12:00;0,06;Avlest
01.09.2023 12:00;01.09.2023 13:00;0,57;Avlest
01.09.2023 13:00;01.09.2023 14:00;0,33;Avlest
01.09.2023 14:00;01.09.2023 15:00;0,07;Avlest
01.09.2023 15:00;01.09.2023 16:00;0,06;Avlest
01.09.2023 16:00;01.09.2023 17:00;0,1;Avlest
01.09.2023 17:00;01.09.2023 18:00;0,24;Avlest
01.09.2023 18:00;01.09.2023 19:00;0,91;Avlest
01.09.2023 19:00;01.09.2023 20:00;0,07;Avlest
01.09.2023 20:00;01.09.2023 21:00;0,99;Avlest
01.09.2023 21:00;01.09.2023 22:00;0,15;Avlest
01.09.2023 22:00;01.09.2023 23:00;0,35;Avlest
01.09.2023 23:00;02.09.2023 00:00;1,55;Avlest
02.09.2023 00:00;02.09.2023 01:00;0,09;Avlest
02.09.2023 01:00;02.09.2023 02:00;0,08;Avlest
02.09.2023 02:00;02.09.2023 03:00;0,06;Avlest
02.09.2023 03:00;02.09.2023 04:00;0,25;Avlest
02.09.2023 04:00;02.09.2023 05:00;0,63;Avlest
02.09.2023 05:00;02.09.2023 06:00;0,06;Avlest
02.09.2023 06:00;02.09.2023 07:00;0,06;Avlest
02.09.2023 07:00;02.09.2023 08:00;0,08;Avlest
02.09.2023 08:00;02.09.2023 09:00;0,08;Avlest
02.09.2023 09:00;02.09.2023 10:00;0,78;Avlest
02.09.2023 10:00;02.09.2023 11:00;0,21;Avlest
02.09.2023 11:00;02.09.2023 12:00;0,77;Avlest
02.09.2023 12:00;02.09.2023 13:00;0,12;Avlest
02.09.2023 13:00;02.09.2023 14:00;0,26;Avlest
02.09.2023 14:00;02.09.2023 15:00;0,83;Avlest
02.09.2023 15:00;02.09.2023 16:00;0,09;Avlest
02.09.2023 16:00;02.09.2023 17:00;0,08;Avlest
02.09.2023 17:00;02.09.2023 18:00;0,07;Avlest
02.09.2023 18:00;02.09.2023 19:00;0,81;Avlest
02.09.2023 19:00;02.09.2023 20:00;0,1;Avlest
02.09.2023 20:00;02.09.2023 21:00;0,27;Avlest
02.09.2023 21:00;02.09.2023 22:00;0,15;Avlest
02.09.2023 22:00;02.09.2023 23:00;0,27;Avlest
02.09.2023 23:00;03.09.2023 00:00;1,17;Avlest
03.09.2023 00:00;03.09.2023 01:00;1,42;Avlest
03.09.2023 01:00;03.09.2023 02:00;0,08;Avlest
03.09.2023 02:00;03.09.2023 03:00;0,08;Avlest
03.09.2023 03:00;03.09.2023 04:00;0,06;Avlest
03.09.2023 04:00;03.09.2023 05:00;0,79;Avlest
03.09.2023 05:00;03.09.2023 06:00;0,08;Avlest
03.09.2023 06:00;03.09.2023 07:00;0,06;Avlest
03.09.2023 07:00;03.09.2023 08:00;0,07;Avlest
03.09.2023 08:00;03.09.2023 09:00;0,08;Avlest
03.09.2023 09:00;03.09.2023 10:00;0,99;Avlest
03.09.2023 10:00;03.09.2023 11:00;0,07;Avlest
03.09.2023 11:00;03.09.2023 12:00;0,96;Avlest
03.09.2023 12:00;03.09.2023 13:00;1,17;Avlest
03.09.2023 13:00;03.09.2023 14:00;0,11;Avlest
03.09.2023 14:00;03.09.2023 15:00;0,83;Avlest
03.09.2023 15:00;03.09.2023 16:00;0,06;Avlest
03.09.2023 16:00;03.09.2023 17:00;0,09;Avlest
03.09.2023 17:00;03.09.2023 18:00;0,06;Avlest
03.09.2023 18:00;03.09.2023 19:00;0,93;Avlest
03.09.2023 19:00;03.09.2023 20:00;0,79;Avlest
03.09.2023 20:00;03.09.2023 21:00;0,91;Avlest
03.09.2023 21:00;03.09.2023 22:00;2,17;Avlest
03.09.2023 22:00;03.09.2023 23:00;2,15;Avlest
03.09.2023 23:00;04.09.2023 00:00;1,35;Avlest
04.09.2023 00:00;04.09.2023 01:00;0,08;Avlest
04.09.2023 01:00;04.09.2023 02:00;0,06;Avlest
04.09.2023 02:00;04.09.2023 03:00;0,08;Avlest
04.09.2023 03:00;04.09.2023 04:00;0,07;Avlest
04.09.2023 04:00;04.09.2023 05:00;0,79;Avlest
04.09.2023 05:00;04.09.2023 06:00;0,08;Avlest
04.09.2023 06:00;04.09.2023 07:00;0,07;Avlest
04.09.2023 07:00;04.09.2023 08:00;0,18;Avlest
04.09.2023 08:00;04.09.2023 09:00;0,87;Avlest
04.09.2023 09:00;04.09.2023 10:00;0,06;Avlest
04.09.2023 10:00;04.09.2023 11:00;0,07;Avlest
04.09.2023 11:00;04.09.2023 12:00;0,07;Avlest
04.09.2023 12:00;04.09.2023 13:00;0,07;Avlest
04.09.2023 13:00;04.09.2023 14:00;0,07;Avlest
04.09.2023 14:00;04.09.2023 15:00;0,82;Avlest
04.09.2023 15:00;04.09.2023 16:00;0,06;Avlest
04.09.2023 16:00;04.09.2023 17:00;0,08;Avlest
04.09.2023 17:00;04.09.2023 18:00;0,9;Avlest
04.09.2023 18:00;04.09.2023 19:00;0,07;Avlest
04.09.2023 19:00;04.09.2023 20:00;0,84;Avlest
04.09.2023 20:00;04.09.2023 21:00;1,24;Avlest
04.09.2023 21:00;04.09.2023 22:00;0,95;Avlest
04.09.2023 22:00;04.09.2023 23:00;0,19;Avlest
04.09.2023 23:00;05.09.2023 00:00;0,13;Avlest
05.09.2023 00:00;05.09.2023 01:00;0,07;Avlest
05.09.2023 01:00;05.09.2023 02:00;0,74;Avlest
05.09.2023 02:00;05.09.2023 03:00;0,08;Avlest
05.09.2023 03:00;05.09.2023 04:00;0,07;Avlest
05.09.2023 04:00;05.09.2023 05:00;0,07;Avlest
05.09.2023 05:00;05.09.2023 06:00;0,08;Avlest
05.09.2023 06:00;05.09.2023 07:00;0,83;Avlest
05.09.2023 07:00;05.09.2023 08:00;0,14;Avlest
05.09.2023 08:00;05.09.2023 09:00;0,06;Avlest
05.09.2023 09:00;05.09.2023 10:00;0,07;Avlest
05.09.2023 10:00;05.09.2023 11:00;0,08;Avlest
05.09.2023 11:00;05.09.2023 12:00;0,67;Avlest
05.09.2023 12:00;05.09.2023 13:00;0,18;Avlest
05.09.2023 13:00;05.09.2023 14:00;0,07;Avlest
05.09.2023 14:00;05.09.2023 15:00;0,07;Avlest
05.09.2023 15:00;05.09.2023 16:00;0,09;Avlest
05.09.2023 16:00;05.09.2023 17:00;0,08;Avlest
05.09.2023 17:00;05.09.2023 18:00;0,49;Avlest
05.09.2023 18:00;05.09.2023 19:00;0,57;Avlest
05.09.2023 19:00;05.09.2023 20:00;1,17;Avlest
05.09.2023 20:00;05.09.2023 21:00;0,23;Avlest
05.09.2023 21:00;05.09.2023 22:00;0,16;Avlest
05.09.2023 22:00;05.09.2023 23:00;0,61;Avlest
05.09.2023 23:00;06.09.2023 00:00;2,1;Avlest
06.09.2023 00:00;06.09.2023 01:00;0,45;Avlest
06.09.2023 01:00;06.09.2023 02:00;0,07;Avlest
06.09.2023 02:00;06.09.2023 03:00;0,08;Avlest
06.09.2023 03:00;06.09.2023 04:00;0,07;Avlest
06.09.2023 04:00;06.09.2023 05:00;0,75;Avlest
06.09.2023 05:00;06.09.2023 06:00;0,09;Avlest
06.09.2023 06:00;06.09.2023 07:00;0,07;Avlest
06.09.2023 07:00;06.09.2023 08:00;0,15;Avlest
06.09.2023 08:00;06.09.2023 09:00;0,84;Avlest
06.09.2023 09:00;06.09.2023 10:00;0,06;Avlest
06.09.2023 10:00;06.09.2023 11:00;0,07;Avlest
06.09.2023 11:00;06.09.2023 12:00;0,08;Avlest
06.09.2023 12:00;06.09.2023 13:00;0,06;Avlest
06.09.2023 13:00;06.09.2023 14:00;0,65;Avlest
06.09.2023 14:00;06.09.2023 15:00;0,27;Avlest
06.09.2023 15:00;06.09.2023 16:00;0,06;Avlest
06.09.2023 16:00;06.09.2023 17:00;0,09;Avlest
06.09.2023 17:00;06.09.2023 18:00;0,09;Avlest
06.09.2023 18:00;06.09.2023 19:00;0,1;Avlest
06.09.2023 19:00;06.09.2023 20:00;0,93;Avlest
06.09.2023 20:00;06.09.2023 21:00;0,11;Avlest
06.09.2023 21:00;06.09.2023 22:00;0,54;Avlest
06.09.2023 22:00;06.09.2023 23:00;2,22;Avlest
06.09.2023 23:00;07.09.2023 00:00;0,37;Avlest
07.09.2023 00:00;07.09.2023 01:00;0,06;Avlest
07.09.2023 01:00;07.09.2023 02:00;0,09;Avlest
07.09.2023 02:00;07.09.2023 03:00;0,06;Avlest
07.09.2023 03:00;07.09.2023 04:00;0,77;Avlest
07.09.2023 04:00;07.09.2023 05:00;0,07;Avlest
07.09.2023 05:00;07.09.2023 06:00;0,07;Avlest
07.09.2023 06:00;07.09.2023 07:00;0,08;Avlest
07.09.2023 07:00;07.09.2023 08:00;0,25;Avlest
07.09.2023 08:00;07.09.2023 09:00;0,74;Avlest
07.09.2023 09:00;07.09.2023 10:00;0,08;Avlest
07.09.2023 10:00;07.09.2023 11:00;0,06;Avlest
07.09.2023 11:00;07.09.2023 12:00;0,08;Avlest
07.09.2023 12:00;07.09.2023 13:00;0,07;Avlest
07.09.2023 13:00;07.09.2023 14:00;0,07;Avlest
07.09.2023 14:00;07.09.2023 15:00;0,83;Avlest
07.09.2023 15:00;07.09.2023 16:00;0,11;Avlest
07.09.2023 16:00;07.09.2023 17:00;0,08;Avlest
07.09.2023 17:00;07.09.2023 18:00;0,08;Avlest
07.09.2023 18:00;07.09.2023 19:00;0,63;Avlest
07.09.2023 19:00;07.09.2023 20:00;1,08;Avlest
07.09.2023 20:00;07.09.2023 21:00;0,18;Avlest
07.09.2023 21:00;07.09.2023 22:00;0,28;Avlest
07.09.2023 22:00;07.09.2023 23:00;2,07;Avlest
07.09.2023 23:00;08.09.2023 00:00;0,11;Avlest
08.09.2023 00:00;08.09.2023 01:00;0,07;Avlest
08.09.2023 01:00;08.09.2023 02:00;0,08;Avlest
08.09.2023 02:00;08.09.2023 03:00;0,07;Avlest
08.09.2023 03:00;08.09.2023 04:00;0,83;Avlest
08.09.2023 04:00;08.09.2023 05:00;0,07;Avlest
08.09.2023 05:00;08.09.2023 06:00;0,06;Avlest
08.09.2023 06:00;08.09.2023 07:00;0,09;Avlest
08.09.2023 07:00;08.09.2023 08:00;0,14;Avlest
08.09.2023 08:00;08.09.2023 09:00;0,82;Avlest
08.09.2023 09:00;08.09.2023 10:00;0,07;Avlest
08.09.2023 10:00;08.09.2023 11:00;0,06;Avlest
08.09.2023 11:00;08.09.2023 12:00;0,08;Avlest
08.09.2023 12:00;08.09.2023 13:00;0,06;Avlest
08.09.2023 13:00;08.09.2023 14:00;0,08;Avlest
08.09.2023 14:00;08.09.2023 15:00;0,79;Avlest
08.09.2023 15:00;08.09.2023 16:00;0,1;Avlest
08.09.2023 16:00;08.09.2023 17:00;0,12;Avlest
08.09.2023 17:00;08.09.2023 18:00;0,08;Avlest
08.09.2023 18:00;08.09.2023 19:00;0,07;Avlest
08.09.2023 19:00;08.09.2023 20:00;0,08;Avlest
08.09.2023 20:00;08.09.2023 21:00;0,38;Avlest
08.09.2023 21:00;08.09.2023 22:00;0,64;Avlest
08.09.2023 22:00;08.09.2023 23:00;0,16;Avlest
08.09.2023 23:00;09.09.2023 00:00;1,3;Avlest
09.09.2023 00:00;09.09.2023 01:00;0,13;Avlest
09.09.2023 01:00;09.09.2023 02:00;0,07;Avlest
09.09.2023 02:00;09.09.2023 03:00;0,08;Avlest
09.09.2023 03:00;09.09.2023 04:00;0,84;Avlest
09.09.2023 04:00;09.09.2023 05:00;0,07;Avlest
09.09.2023 05:00;09.09.2023 06:00;0,08;Avlest
09.09.2023 06:00;09.09.2023 07:00;0,07;Avlest
09.09.2023 07:00;09.09.2023 08:00;0,07;Avlest
09.09.2023 08:00;09.09.2023 09:00;0,06;Avlest
09.09.2023 09:00;09.09.2023 10:00;0,85;Avlest
09.09.2023 10:00;09.09.2023 11:00;0,37;Avlest
09.09.2023 11:00;09.09.2023 12:00;0,22;Avlest
09.09.2023 12:00;09.09.2023 13:00;1,58;Avlest
09.09.2023 13:00;09.09.2023 14:00;0,96;Avlest
09.09.2023 14:00;09.09.2023 15:00;1,12;Avlest
09.09.2023 15:00;09.09.2023 16:00;0,07;Avlest
09.09.2023 16:00;09.09.2023 17:00;0,06;Avlest
09.09.2023 17:00;09.09.2023 18:00;0,57;Avlest
09.09.2023 18:00;09.09.2023 19:00;1,05;Avlest
09.09.2023 19:00;09.09.2023 20:00;0,07;Avlest
09.09.2023 20:00;09.09.2023 21:00;0,92;Avlest
09.09.2023 21:00;09.09.2023 22:00;0,15;Avlest
09.09.2023 22:00;09.09.2023 23:00;0,25;Avlest
09.09.2023 23:00;10.09.2023 00:00;1,03;Avlest
10.09.2023 00:00;10.09.2023 01:00;0,08;Avlest
10.09.2023 01:00;10.09.2023 02:00;0,06;Avlest
10.09.2023 02:00;10.09.2023 03:00;0,08;Avlest
10.09.2023 03:00;10.09.2023 04:00;0,76;Avlest
10.09.2023 04:00;10.09.2023 05:00;0,06;Avlest
10.09.2023 05:00;10.09.2023 06:00;0,06;Avlest
10.09.2023 06:00;10.09.2023 07:00;0,07;Avlest
10.09.2023 07:00;10.09.2023 08:00;0,08;Avlest
10.09.2023 08:00;10.09.2023 09:00;0,82;Avlest
10.09.2023 09:00;10.09.2023 10:00;0,07;Avlest
10.09.2023 10:00;10.09.2023 11:00;0,49;Avlest
10.09.2023 11:00;10.09.2023 12:00;0,09;Avlest
10.09.2023 12:00;10.09.2023 13:00;0,08;Avlest
10.09.2023 13:00;10.09.2023 14:00;1,01;Avlest
10.09.2023 14:00;10.09.2023 15:00;0,09;Avlest
10.09.2023 15:00;10.09.2023 16:00;0,92;Avlest
10.09.2023 16:00;10.09.2023 17:00;1,36;Avlest
10.09.2023 17:00;10.09.2023 18:00;0,14;Avlest
10.09.2023 18:00;10.09.2023 19:00;0,06;Avlest
10.09.2023 19:00;10.09.2023 20:00;1;Avlest
10.09.2023 20:00;10.09.2023 21:00;1,33;Avlest
10.09.2023 21:00;10.09.2023 22:00;1;Avlest
10.09.2023 22:00;10.09.2023 23:00;0,16;Avlest
10.09.2023 23:00;11.09.2023 00:00;0,8;Avlest
11.09.2023 00:00;11.09.2023 01:00;0,07;Avlest
11.09.2023 01:00;11.09.2023 02:00;0,06;Avlest
11.09.2023 02:00;11.09.2023 03:00;0,09;Avlest
11.09.2023 03:00;11.09.2023 04:00;0,07;Avlest
11.09.2023 04:00;11.09.2023 05:00;0,74;Avlest
11.09.2023 05:00;11.09.2023 06:00;0,09;Avlest
11.09.2023 06:00;11.09.2023 07:00;0,07;Avlest
11.09.2023 07:00;11.09.2023 08:00;0,16;Avlest
11.09.2023 08:00;11.09.2023 09:00;0,09;Avlest
11.09.2023 09:00;11.09.2023 10:00;0,71;Avlest
11.09.2023 10:00;11.09.2023 11:00;0,07;Avlest
11.09.2023 11:00;11.09.2023 12:00;0,08;Avlest
11.09.2023 12:00;11.09.2023 13:00;0,08;Avlest
11.09.2023 13:00;11.09.2023 14:00;0,06;Avlest
11.09.2023 14:00;11.09.2023 15:00;0,07;Avlest
11.09.2023 15:00;11.09.2023 16:00;0,83;Avlest
11.09.2023 16:00;11.09.2023 17:00;0,08;Avlest
11.09.2023 17:00;11.09.2023 18:00;0,11;Avlest
11.09.2023 18:00;11.09.2023 19:00;0,11;Avlest
11.09.2023 19:00;11.09.2023 20:00;0,81;Avlest
11.09.2023 20:00;11.09.2023 21:00;0,15;Avlest
11.09.2023 21:00;11.09.2023 22:00;0,17;Avlest
11.09.2023 22:00;11.09.2023 23:00;1,55;Avlest
11.09.2023 23:00;12.09.2023 00:00;0,11;Avlest
12.09.2023 00:00;12.09.2023 01:00;0,06;Avlest
12.09.2023 01:00;12.09.2023 02:00;0,07;Avlest
12.09.2023 02:00;12.09.2023 03:00;0,08;Avlest
12.09.2023 03:00;12.09.2023 04:00;0,81;Avlest
12.09.2023 04:00;12.09.2023 05:00;0,07;Avlest
12.09.2023 05:00;12.09.2023 06:00;0,08;Avlest
12.09.2023 06:00;12.09.2023 07:00;0,07;Avlest
12.09.2023 07:00;12.09.2023 08:00;0,15;Avlest
12.09.2023 08:00;12.09.2023 09:00;0,83;Avlest
12.09.2023 09:00;12.09.2023 10:00;0,07;Avlest
12.09.2023 10:00;12.09.2023 11:00;0,06;Avlest
12.09.2023 11:00;12.09.2023 12:00;0,08;Avlest
12.09.2023 12:00;12.09.2023 13:00;0,07;Avlest
12.09.2023 13:00;12.09.2023 14:00;0,06;Avlest
12.09.2023 14:00;12.09.2023 15:00;0,8;Avlest
12.09.2023 15:00;12.09.2023 16:00;0,08;Avlest
12.09.2023 16:00;12.09.2023 17:00;0,07;Avlest
12.09.2023 17:00;12.09.2023 18:00;0,19;Avlest
12.09.2023 18:00;12.09.2023 19:00;0,84;Avlest
12.09.2023 19:00;12.09.2023 20:00;0,06;Avlest
12.09.2023 20:00;12.09.2023 21:00;0,17;Avlest
12.09.2023 21:00;12.09.2023 22:00;1,48;Avlest
12.09.2023 22:00;12.09.2023 23:00;1,4;Avlest
12.09.2023 23:00;13.09.2023 00:00;0,11;Avlest
13.09.2023 00:00;13.09.2023 01:00;0,06;Avlest
13.09.2023 01:00;13.09.2023 02:00;0,07;Avlest
13.09.2023 02:00;13.09.2023 03:00;0,22;Avlest
13.09.2023 03:00;13.09.2023 04:00;0,62;Avlest
13.09.2023 04:00;13.09.2023 05:00;0,06;Avlest
13.09.2023 05:00;13.09.2023 06:00;0,08;Avlest
13.09.2023 06:00;13.09.2023 07:00;0,08;Avlest
13.09.2023 07:00;13.09.2023 08:00;0,87;Avlest
13.09.2023 08:00;13.09.2023 09:00;0,08;Avlest
13.09.2023 09:00;13.09.2023 10:00;0,08;Avlest
13.09.2023 10:00;13.09.2023 11:00;0,06;Avlest
13.09.2023 11:00;13.09.2023 12:00;0,07;Avlest
13.09.2023 12:00;13.09.2023 13:00;0,08;Avlest
13.09.2023 13:00;13.09.2023 14:00;0,73;Avlest
13.09.2023 14:00;13.09.2023 15:00;0,07;Avlest
13.09.2023 15:00;13.09.2023 16:00;0,08;Avlest
13.09.2023 16:00;13.09.2023 17:00;0,07;Avlest
13.09.2023 17:00;13.09.2023 18:00;0,86;Avlest
13.09.2023 18:00;13.09.2023 19:00;0,09;Avlest
13.09.2023 19:00;13.09.2023 20:00;0,1;Avlest
13.09.2023 20:00;13.09.2023 21:00;0,82;Avlest
13.09.2023 21:00;13.09.2023 22:00;1,96;Avlest
13.09.2023 22:00;13.09.2023 23:00;2,08;Avlest
13.09.2023 23:00;14.09.2023 00:00;0,11;Avlest
14.09.2023 00:00;14.09.2023 01:00;0,07;Avlest
14.09.2023 01:00;14.09.2023 02:00;0,06;Avlest
14.09.2023 02:00;14.09.2023 03:00;0,78;Avlest
14.09.2023 03:00;14.09.2023 04:00;0,06;Avlest
14.09.2023 04:00;14.09.2023 05:00;0,08;Avlest
14.09.2023 05:00;14.09.2023 06:00;0,07;Avlest
14.09.2023 06:00;14.09.2023 07:00;0,06;Avlest
14.09.2023 07:00;14.09.2023 08:00;0,95;Avlest
14.09.2023 08:00;14.09.2023 09:00;0,06;Avlest
14.09.2023 09:00;14.09.2023 10:00;0,06;Avlest
14.09.2023 10:00;14.09.2023 11:00;0,09;Avlest
14.09.2023 11:00;14.09.2023 12:00;0,06;Avlest
14.09.2023 12:00;14.09.2023 13:00;0,78;Avlest
14.09.2023 13:00;14.09.2023 14:00;0,08;Avlest
14.09.2023 14:00;14.09.2023 15:00;0,06;Avlest
14.09.2023 15:00;14.09.2023 16:00;0,07;Avlest
14.09.2023 16:00;14.09.2023 17:00;0,11;Avlest
14.09.2023 17:00;14.09.2023 18:00;1,16;Avlest
14.09.2023 18:00;14.09.2023 19:00;0,09;Avlest
14.09.2023 19:00;14.09.2023 20:00;0,09;Avlest
14.09.2023 20:00;14.09.2023 21:00;0,13;Avlest
14.09.2023 21:00;14.09.2023 22:00;0,17;Avlest
14.09.2023 22:00;14.09.2023 23:00;1,53;Avlest
14.09.2023 23:00;15.09.2023 00:00;0,77;Avlest
15.09.2023 00:00;15.09.2023 01:00;0,08;Avlest
15.09.2023 01:00;15.09.2023 02:00;0,06;Avlest
15.09.2023 02:00;15.09.2023 03:00;0,08;Avlest
15.09.2023 03:00;15.09.2023 04:00;0,49;Avlest
15.09.2023 04:00;15.09.2023 05:00;0,31;Avlest
15.09.2023 05:00;15.09.2023 06:00;0,08;Avlest
15.09.2023 06:00;15.09.2023 07:00;0,1;Avlest
15.09.2023 07:00;15.09.2023 08:00;0,11;Avlest
15.09.2023 08:00;15.09.2023 09:00;0,81;Avlest
15.09.2023 09:00;15.09.2023 10:00;0,06;Avlest
15.09.2023 10:00;15.09.2023 11:00;0,08;Avlest
15.09.2023 11:00;15.09.2023 12:00;0,06;Avlest
15.09.2023 12:00;15.09.2023 13:00;0,07;Avlest
15.09.2023 13:00;15.09.2023 14:00;0,07;Avlest
15.09.2023 14:00;15.09.2023 15:00;0,78;Avlest
15.09.2023 15:00;15.09.2023 16:00;0,09;Avlest
15.09.2023 16:00;15.09.2023 17:00;0,06;Avlest
15.09.2023 17:00;15.09.2023 18:00;0,06;Avlest
15.09.2023 18:00;15.09.2023 19:00;0,16;Avlest
15.09.2023 19:00;15.09.2023 20:00;2,57;Avlest
15.09.2023 20:00;15.09.2023 21:00;0,91;Avlest
15.09.2023 21:00;15.09.2023 22:00;0,32;Avlest
15.09.2023 22:00;15.09.2023 23:00;1,29;Avlest
15.09.2023 23:00;16.09.2023 00:00;1,47;Avlest
16.09.2023 00:00;16.09.2023 01:00;0,07;Avlest
16.09.2023 01:00;16.09.2023 02:00;0,06;Avlest
16.09.2023 02:00;16.09.2023 03:00;0,08;Avlest
16.09.2023 03:00;16.09.2023 04:00;0,28;Avlest
16.09.2023 04:00;16.09.2023 05:00;0,57;Avlest
16.09.2023 05:00;16.09.2023 06:00;0,08;Avlest
16.09.2023 06:00;16.09.2023 07:00;0,06;Avlest
16.09.2023 07:00;16.09.2023 08:00;0,06;Avlest
16.09.2023 08:00;16.09.2023 09:00;0,25;Avlest
16.09.2023 09:00;16.09.2023 10:00;0,77;Avlest
16.09.2023 10:00;16.09.2023 11:00;0,08;Avlest
16.09.2023 11:00;16.09.2023 12:00;0,1;Avlest
16.09.2023 12:00;16.09.2023 13:00;1,85;Avlest
16.09.2023 13:00;16.09.2023 14:00;2,2;Avlest
16.09.2023 14:00;16.09.2023 15:00;0,49;Avlest
16.09.2023 15:00;16.09.2023 16:00;0,07;Avlest
16.09.2023 16:00;16.09.2023 17:00;0,07;Avlest
16.09.2023 17:00;16.09.2023 18:00;0,06;Avlest
16.09.2023 18:00;16.09.2023 19:00;0,83;Avlest
16.09.2023 19:00;16.09.2023 20:00;0,08;Avlest
16.09.2023 20:00;16.09.2023 21:00;0,12;Avlest
16.09.2023 21:00;16.09.2023 22:00;0,13;Avlest
16.09.2023 22:00;16.09.2023 23:00;0,12;Avlest
16.09.2023 23:00;17.09.2023 00:00;0,91;Avlest
17.09.2023 00:00;17.09.2023 01:00;0,79;Avlest
17.09.2023 01:00;17.09.2023 02:00;0,3;Avlest
