Fra;Til;KWH 60 Forbruk;Kvalitet
01.06.2024 00:00;01.06.2024 01:00;0,82;Avlest
01.06.2024 01:00;01.06.2024 02:00;0,08;Avlest
01.06.2024 02:00;01.06.2024 03:00;0,1;Avlest
01.06.2024 03:00;01.06.2024 04:00;0,07;Avlest
01.06.2024 04:00;01.06.2024 05:00;0,85;Avlest
01.06.2024 05:00;01.06.2024 06:00;0,07;Avlest
01.06.2024 06:00;01.06.2024 07:00;0,1;Avlest
01.06.2024 07:00;01.06.2024 08:00;0,08;Avlest
01.06.2024 08:00;01.06.2024 09:00;0,09;Avlest
01.06.2024 09:00;01.06.2024 10:00;0,68;Avlest
01.06.2024 10:00;01.06.2024 11:00;1,32;Avlest
01.06.2024 11:00;01.06.2024 12:00;0,59;Avlest
01.06.2024 12:00;01.06.2024 13:00;0,1;Avlest
01.06.2024 13:00;01.06.2024 14:00;0,51;Avlest
01.06.2024 14:00;01.06.2024 15:00;0,97;Avlest
01.06.2024 15:00;01.06.2024 16:00;0,44;Avlest
01.06.2024 16:00;01.06.2024 17:00;0,83;Avlest
01.06.2024 17:00;01.06.2024 18:00;0,86;Avlest
01.06.2024 18:00;01.06.2024 19:00;0,16;Avlest
01.06.2024 19:00;01.06.2024 20:00;1,65;Avlest
01.06.2024 20:00;01.06.2024 21:00;1,77;Avlest
01.06.2024 21:00;01.06.2024 22:00;0,74;Avlest
01.06.2024 22:00;01.06.2024 23:00;0,71;Avlest
01.06.2024 23:00;02.06.2024 00:00;2,29;Avlest
02.06.2024 00:00;02.06.2024 01:00;2,18;Avlest
02.06.2024 01:00;02.06.2024 02:00;1,37;Avlest
02.06.2024 02:00;02.06.2024 03:00;0,09;Avlest
02.06.2024 03:00;02.06.2024 04:00;0,1;Avlest
02.06.2024 04:00;02.06.2024 05:00;0,07;Avlest
02.06.2024 05:00;02.06.2024 06:00;0,1;Avlest
02.06.2024 06:00;02.06.2024 07:00;0,73;Avlest
02.06.2024 07:00;02.06.2024 08:00;0,08;Avlest
02.06.2024 08:00;02.06.2024 09:00;0,1;Avlest
02.06.2024 09:00;02.06.2024 10:00;0,07;Avlest
02.06.2024 10:00;02.06.2024 11:00;1,75;Avlest
02.06.2024 11:00;02.06.2024 12:00;0,31;Avlest
02.06.2024 12:00;02.06.2024 13:00;0,09;Avlest
02.06.2024 13:00;02.06.2024 14:00;0,27;Avlest
02.06.2024 14:00;02.06.2024 15:00;2,68;Avlest
02.06.2024 15:00;02.06.2024 16:00;0,28;Avlest
02.06.2024 16:00;02.06.2024 17:00;0,15;Avlest
02.06.2024 17:00;02.06.2024 18:00;1;Avlest
02.06.2024 18:00;02.06.2024 19:00;0,1;Avlest
02.06.2024 19:00;02.06.2024 20:00;0,1;Avlest
02.06.2024 20:00;02.06.2024 21:00;2,26;Avlest
02.06.2024 21:00;02.06.2024 22:00;2,08;Avlest
02.06.2024 22:00;02.06.2024 23:00;0,57;Avlest
02.06.2024 23:00;03.06.2024 00:00;2,13;Avlest
03.06.2024 00:00;03.06.2024 01:00;0,34;Avlest
03.06.2024 01:00;03.06.2024 02:00;0,1;Avlest
03.06.2024 02:00;03.06.2024 03:00;0,08;Avlest
03.06.2024 03:00;03.06.2024 04:00;0,09;Avlest
03.06.2024 04:00;03.06.2024 05:00;0,82;Avlest
03.06.2024 05:00;03.06.2024 06:00;0,07;Avlest
03.06.2024 06:00;03.06.2024 07:00;0,11;Avlest
03.06.2024 07:00;03.06.2024 08:00;1,06;Avlest
03.06.2024 08:00;03.06.2024 09:00;0,09;Avlest
03.06.2024 09:00;03.06.2024 10:00;0,09;Avlest
03.06.2024 10:00;03.06.2024 11:00;0,09;Avlest
03.06.2024 11:00;03.06.2024 12:00;0,08;Avlest
03.06.2024 12:00;03.06.2024 13:00;0,18;Avlest
03.06.2024 13:00;03.06.2024 14:00;0,67;Avlest
03.06.2024 14:00;03.06.2024 15:00;0,18;Avlest
03.06.2024 15:00;03.06.2024 16:00;0,09;Avlest
03.06.2024 16:00;03.06.2024 17:00;0,74;Avlest
03.06.2024 17:00;03.06.2024 18:00;0,19;Avlest
03.06.2024 18:00;03.06.2024 19:00;0,32;Avlest
03.06.2024 19:00;03.06.2024 20:00;0,94;Avlest
03.06.2024 20:00;03.06.2024 21:00;1,77;Avlest
03.06.2024 21:00;03.06.2024 22:00;1,95;Avlest
03.06.2024 22:00;03.06.2024 23:00;2,2;Avlest
03.06.2024 23:00;04.06.2024 00:00;2,1;Avlest
04.06.2024 00:00;04.06.2024 01:00;1,04;Avlest
04.06.2024 01:00;04.06.2024 02:00;0,09;Avlest
04.06.2024 02:00;04.06.2024 03:00;0,08;Avlest
04.06.2024 03:00;04.06.2024 04:00;0,09;Avlest
04.06.2024 04:00;04.06.2024 05:00;0,77;Avlest
04.06.2024 05:00;04.06.2024 06:00;0,14;Avlest
04.06.2024 06:00;04.06.2024 07:00;0,1;Avlest
04.06.2024 07:00;04.06.2024 08:00;1,37;Avlest
04.06.2024 08:00;04.06.2024 09:00;0,07;Avlest
04.06.2024 09:00;04.06.2024 10:00;0,1;Avlest
04.06.2024 10:00;04.06.2024 11:00;0,09;Avlest
04.06.2024 11:00;04.06.2024 12:00;0,33;Avlest
04.06.2024 12:00;04.06.2024 13:00;0,57;Avlest
04.06.2024 13:00;04.06.2024 14:00;0,08;Avlest
04.06.2024 14:00;04.06.2024 15:00;0,55;Avlest
04.06.2024 15:00;04.06.2024 16:00;0,81;Avlest
04.06.2024 16:00;04.06.2024 17:00;2,47;Avlest
04.06.2024 17:00;04.06.2024 18:00;2,16;Avlest
04.06.2024 18:00;04.06.2024 19:00;2,1;Avlest
04.06.2024 19:00;04.06.2024 20:00;2,1;Avlest
04.06.2024 20:00;04.06.2024 21:00;0,15;Avlest
04.06.2024 21:00;04.06.2024 22:00;1,92;Avlest
04.06.2024 22:00;04.06.2024 23:00;2,16;Avlest
04.06.2024 23:00;05.06.2024 00:00;1,42;Avlest
05.06.2024 00:00;05.06.2024 01:00;0,1;Avlest
05.06.2024 01:00;05.06.2024 02:00;0,09;Avlest
05.06.2024 02:00;05.06.2024 03:00;0,08;Avlest
05.06.2024 03:00;05.06.2024 04:00;0,1;Avlest
05.06.2024 04:00;05.06.2024 05:00;0,76;Avlest
05.06.2024 05:00;05.06.2024 06:00;0,1;Avlest
05.06.2024 06:00;05.06.2024 07:00;0,07;Avlest
05.06.2024 07:00;05.06.2024 08:00;0,56;Avlest
05.06.2024 08:00;05.06.2024 09:00;0,41;Avlest
05.06.2024 09:00;05.06.2024 10:00;0,09;Avlest
05.06.2024 10:00;05.06.2024 11:00;0,08;Avlest
05.06.2024 11:00;05.06.2024 12:00;0,09;Avlest
05.06.2024 12:00;05.06.2024 13:00;1,08;Avlest
05.06.2024 13:00;05.06.2024 14:00;0,1;Avlest
05.06.2024 14:00;05.06.2024 15:00;0,33;Avlest
05.06.2024 15:00;05.06.2024 16:00;1,77;Avlest
05.06.2024 16:00;05.06.2024 17:00;0,81;Avlest
05.06.2024 17:00;05.06.2024 18:00;0,7;Avlest
05.06.2024 18:00;05.06.2024 19:00;0,28;Avlest
05.06.2024 19:00;05.06.2024 20:00;2,35;Avlest
05.06.2024 20:00;05.06.2024 21:00;2,14;Avlest
05.06.2024 21:00;05.06.2024 22:00;2,13;Avlest
05.06.2024 22:00;05.06.2024 23:00;2,17;Avlest
05.06.2024 23:00;06.06.2024 00:00;0,6;Avlest
06.06.2024 00:00;06.06.2024 01:00;0,09;Avlest
06.06.2024 01:00;06.06.2024 02:00;0,09;Avlest
06.06.2024 02:00;06.06.2024 03:00;0,3;Avlest
06.06.2024 03:00;06.06.2024 04:00;0,6;Avlest
06.06.2024 04:00;06.06.2024 05:00;0,08;Avlest
06.06.2024 05:00;06.06.2024 06:00;0,1;Avlest
06.06.2024 06:00;06.06.2024 07:00;0,08;Avlest
06.06.2024 07:00;06.06.2024 08:00;1,34;Avlest
06.06.2024 08:00;06.06.2024 09:00;0,07;Avlest
06.06.2024 09:00;06.06.2024 10:00;0,1;Avlest
06.06.2024 10:00;06.06.2024 11:00;0,08;Avlest
06.06.2024 11:00;06.06.2024 12:00;0,84;Avlest
06.06.2024 12:00;06.06.2024 13:00;0,07;Avlest
06.06.2024 13:00;06.06.2024 14:00;0,14;Avlest
06.06.2024 14:00;06.06.2024 15:00;0,93;Avlest
06.06.2024 15:00;06.06.2024 16:00;0,47;Avlest
06.06.2024 16:00;06.06.2024 17:00;2,51;Avlest
06.06.2024 17:00;06.06.2024 18:00;1,23;Avlest
06.06.2024 18:00;06.06.2024 19:00;0,56;Avlest
06.06.2024 19:00;06.06.2024 20:00;1,05;Avlest
06.06.2024 20:00;06.06.2024 21:00;2,22;Avlest
06.06.2024 21:00;06.06.2024 22:00;2,18;Avlest
06.06.2024 22:00;06.06.2024 23:00;2,12;Avlest
06.06.2024 23:00;07.06.2024 00:00;2,1;Avlest
07.06.2024 00:00;07.06.2024 01:00;0,25;Avlest
07.06.2024 01:00;07.06.2024 02:00;0,09;Avlest
07.06.2024 02:00;07.06.2024 03:00;0,09;Avlest
07.06.2024 03:00;07.06.2024 04:00;0,08;Avlest
07.06.2024 04:00;07.06.2024 05:00;0,85;Avlest
07.06.2024 05:00;07.06.2024 06:00;0,07;Avlest
07.06.2024 06:00;07.06.2024 07:00;0,1;Avlest
07.06.2024 07:00;07.06.2024 08:00;1,27;Avlest
07.06.2024 08:00;07.06.2024 09:00;0,26;Avlest
07.06.2024 09:00;07.06.2024 10:00;0,08;Avlest
07.06.2024 10:00;07.06.2024 11:00;0,09;Avlest
07.06.2024 11:00;07.06.2024 12:00;0,81;Avlest
07.06.2024 12:00;07.06.2024 13:00;0,09;Avlest
07.06.2024 13:00;07.06.2024 14:00;0,08;Avlest
07.06.2024 14:00;07.06.2024 15:00;0,09;Avlest
07.06.2024 15:00;07.06.2024 16:00;0,09;Avlest
07.06.2024 16:00;07.06.2024 17:00;1,19;Avlest
07.06.2024 17:00;07.06.2024 18:00;1,49;Avlest
07.06.2024 18:00;07.06.2024 19:00;0,15;Avlest
07.06.2024 19:00;07.06.2024 20:00;0,1;Avlest
07.06.2024 20:00;07.06.2024 21:00;0,86;Avlest
07.06.2024 21:00;07.06.2024 22:00;0,15;Avlest
07.06.2024 22:00;07.06.2024 23:00;0,86;Avlest
07.06.2024 23:00;08.06.2024 00:00;1,69;Avlest
08.06.2024 00:00;08.06.2024 01:00;2,1;Avlest
08.06.2024 01:00;08.06.2024 02:00;1,72;Avlest
08.06.2024 02:00;08.06.2024 03:00;0,09;Avlest
08.06.2024 03:00;08.06.2024 04:00;0,08;Avlest
08.06.2024 04:00;08.06.2024 05:00;0,09;Avlest
